state_id,mechanism,rank,neighbor_id,neighbor_mechanism,d,cross
555d8f939efafbb,M5_merge,3,2a15bffe9d0283a6,M2_vehicle_crossing,0.087653,1
555d8f939efafbb,M5_merge,4,582aae15098c3428,M2_vehicle_crossing,0.087937,1
555d8f939efafbb,M5_merge,5,7d68b3426a9bb6ad,M2_vehicle_crossing,0.089466,1
365017521542bd4f,M4_cut_in,1,793ca3974b95f19e,M5_merge,0.0,1
365017521542bd4f,M4_cut_in,2,d1005ff0ae21f95d,M5_merge,0.0,1
365017521542bd4f,M4_cut_in,3,47b9320b31ab33ac,M4_cut_in,0.0,0
365017521542bd4f,M4_cut_in,4,bda923bbd61198da,M4_cut_in,0.0,0
365017521542bd4f,M4_cut_in,5,a0ba5287bfa5fa01,M6_temp_occupancy,0.0,1
39e70c8ed6235491,M5_merge,1,1769632bbd68d1c1,M5_merge,0.003294,0
39e70c8ed6235491,M5_merge,2,39bd73db0d742122,M5_merge,0.003309,0
39e70c8ed6235491,M5_merge,3,5a9136943505a0c8,M4_cut_in,0.004707,1
39e70c8ed6235491,M5_merge,4,d81ce363e8e76181,M5_merge,0.013394,0
39e70c8ed6235491,M5_merge,5,9bfc9cb152799616,M5_merge,0.017082,0
c4a6a9720515bbc5,M2_vehicle_crossing,1,d70bd171d452a911,M6_temp_occupancy,0.007256,1
c4a6a9720515bbc5,M2_vehicle_crossing,2,a7bda27624b52639,M1_lead_slow_stop,0.009543,1
c4a6a9720515bbc5,M2_vehicle_crossing,3,58d55d4e683aa30c,M4_cut_in,0.011188,1
c4a6a9720515bbc5,M2_vehicle_crossing,4,1b7882c46e1bb5be,M6_temp_occupancy,0.015083,1
c4a6a9720515bbc5,M2_vehicle_crossing,5,e9e36d08e891398b,M3_vru_crossing,0.015144,1
831e9f7c915d9a33,M2_vehicle_crossing,1,86e25df75a6995f4,M1_lead_slow_stop,0.002226,1
831e9f7c915d9a33,M2_vehicle_crossing,2,7f159fbdf79377cf,M4_cut_in,0.002516,1
831e9f7c915d9a33,M2_vehicle_crossing,3,8191df8947207928,M1_lead_slow_stop,0.004165,1
831e9f7c915d9a33,M2_vehicle_crossing,4,31ae19fdb4f075ba,M5_merge,0.004782,1
831e9f7c915d9a33,M2_vehicle_crossing,5,612bd3de9ba8eb4b,M4_cut_in,0.005869,1
2657143ee43948be,M5_merge,1,8cc939e8a0e6cf,M5_merge,0.012261,0
2657143ee43948be,M5_merge,2,b51cd423385fd8c3,M4_cut_in,0.018447,1
2657143ee43948be,M5_merge,3,5e0002dca7244f07,M4_cut_in,0.019556,1
2657143ee43948be,M5_merge,4,e81d8e76f45369fd,M4_cut_in,0.019707,1
2657143ee43948be,M5_merge,5,834851971ef51d60,M6_temp_occupancy,0.021212,1
e17b50b6b8aba55b,M6_temp_occupancy,1,82db149ce5803678,M6_temp_occupancy,0.014752,0
e17b50b6b8aba55b,M6_temp_occupancy,2,1b7882c46e1bb5be,M6_temp_occupancy,0.0155,0
e17b50b6b8aba55b,M6_temp_occupancy,3,645144353bbfdecc,M2_vehicle_crossing,0.015833,1
e17b50b6b8aba55b,M6_temp_occupancy,4,c1829351929da04a,M2_vehicle_crossing,0.017127,1
e17b50b6b8aba55b,M6_temp_occupancy,5,5a375264f6e08467,M3_vru_crossing,0.017914,1
702634b51c1ddcf5,M6_temp_occupancy,1,5f76aca0e8d6d060,M6_temp_occupancy,0.0,0
702634b51c1ddcf5,M6_temp_occupancy,2,b18c133f146677a7,M2_vehicle_crossing,0.0,1
702634b51c1ddcf5,M6_temp_occupancy,3,b1bc03805735b4e4,M3_vru_crossing,0.0,1
702634b51c1ddcf5,M6_temp_occupancy,4,e765ea8a0b617a42,M3_vru_crossing,0.0,1
702634b51c1ddcf5,M6_temp_occupancy,5,a47da157cf1535bb,M4_cut_in,0.0,1
1e98bdb2802fdab1,M3_vru_crossing,1,ee8a56fbf694ea41,M4_cut_in,0.002028,1
1e98bdb2802fdab1,M3_vru_crossing,2,df00457ce0737194,M3_vru_crossing,0.00258,0
1e98bdb2802fdab1,M3_vru_crossing,3,9c8c3c7431089e90,M4_cut_in,0.003971,1
1e98bdb2802fdab1,M3_vru_crossing,4,68fd9de9ecd79093,M1_lead_slow_stop,0.004212,1
1e98bdb2802fdab1,M3_vru_crossing,5,270199473a16315,M2_vehicle_crossing,0.004645,1
762f088d61c4d918,M4_cut_in,1,7c2ed9ab567e443f,M3_vru_crossing,0.0,1
762f088d61c4d918,M4_cut_in,2,c757f0db71e9ac59,M2_vehicle_crossing,0.0,1
762f088d61c4d918,M4_cut_in,3,9d2059d1b77947bc,M4_cut_in,0.0,0
762f088d61c4d918,M4_cut_in,4,c1e9a535b80c7600,M5_merge,0.0,1
762f088d61c4d918,M4_cut_in,5,26284a71f3345792,M2_vehicle_crossing,0.0,1
ee768f89b03a5398,M5_merge,1,b44d525c54204290,M5_merge,0.052518,0
ee768f89b03a5398,M5_merge,2,a5cd3520be00add9,M5_merge,0.056409,0
ee768f89b03a5398,M5_merge,3,44b68799dbb7da70,M6_temp_occupancy,0.058391,1
ee768f89b03a5398,M5_merge,4,a33abe19dd2ad254,M5_merge,0.071447,0
ee768f89b03a5398,M5_merge,5,22ea9b030d395c39,M5_merge,0.071806,0
53aaa12123cda64d,M6_temp_occupancy,1,c7a26ee2a91219bc,M6_temp_occupancy,0.021762,0
53aaa12123cda64d,M6_temp_occupancy,2,7ec53982d954fb89,M6_temp_occupancy,0.023937,0
53aaa12123cda64d,M6_temp_occupancy,3,b167788c995cb07,M3_vru_crossing,0.024008,1
53aaa12123cda64d,M6_temp_occupancy,4,5618d078fc67e99f,M6_temp_occupancy,0.024866,0
53aaa12123cda64d,M6_temp_occupancy,5,cfc120339602119,M4_cut_in,0.027224,1
5ff2fe3e4c0d3691,M3_vru_crossing,1,305237d2a2712dd3,M1_lead_slow_stop,0.018212,1
5ff2fe3e4c0d3691,M3_vru_crossing,2,86e4585ee70fd316,M1_lead_slow_stop,0.018332,1
5ff2fe3e4c0d3691,M3_vru_crossing,3,2d25cf74c78398d6,M1_lead_slow_stop,0.018361,1
5ff2fe3e4c0d3691,M3_vru_crossing,4,16423aee2f237dfd,M1_lead_slow_stop,0.018368,1
5ff2fe3e4c0d3691,M3_vru_crossing,5,533ebc889bf91c14,M1_lead_slow_stop,0.018368,1
230e1123fe6c5ae0,M3_vru_crossing,1,febc54f23fd786b7,M3_vru_crossing,0.005492,0
230e1123fe6c5ae0,M3_vru_crossing,2,4a48386f6b1d24d5,M1_lead_slow_stop,0.01326,1
230e1123fe6c5ae0,M3_vru_crossing,3,2d25cf74c78398d6,M1_lead_slow_stop,0.013373,1
230e1123fe6c5ae0,M3_vru_crossing,4,1784b3c9084080c2,M1_lead_slow_stop,0.013382,1
230e1123fe6c5ae0,M3_vru_crossing,5,533ebc889bf91c14,M1_lead_slow_stop,0.013441,1
3f229274b2913801,M3_vru_crossing,1,77f8172643ca02de,M3_vru_crossing,0.0,0
3f229274b2913801,M3_vru_crossing,2,5457633fb7cfc786,M2_vehicle_crossing,0.002408,1
3f229274b2913801,M3_vru_crossing,3,e79fba949827442,M4_cut_in,0.002828,1
3f229274b2913801,M3_vru_crossing,4,315116b299899d4c,M4_cut_in,0.002864,1
3f229274b2913801,M3_vru_crossing,5,5b48eebb6ae9a031,M1_lead_slow_stop,0.002979,1
dfd9bef1399b05fe,M3_vru_crossing,1,ddb565dc089efb79,M3_vru_crossing,0.015625,0
dfd9bef1399b05fe,M3_vru_crossing,2,549511458b4973c3,M2_vehicle_crossing,0.050781,1
dfd9bef1399b05fe,M3_vru_crossing,3,818472857e729867,M3_vru_crossing,0.050781,0
dfd9bef1399b05fe,M3_vru_crossing,4,ea6d597b14182a4,M3_vru_crossing,0.050781,0
dfd9bef1399b05fe,M3_vru_crossing,5,9d2059d1b77947bc,M4_cut_in,0.050781,1
38c3cd000a1ba860,M2_vehicle_crossing,1,c4f810396985181f,M2_vehicle_crossing,0.009827,0
38c3cd000a1ba860,M2_vehicle_crossing,2,a2ca56f7b38e7242,M2_vehicle_crossing,0.01699,0
38c3cd000a1ba860,M2_vehicle_crossing,3,dc948f31a4fb002,M3_vru_crossing,0.021441,1
38c3cd000a1ba860,M2_vehicle_crossing,4,c7a26ee2a91219bc,M6_temp_occupancy,0.021539,1
38c3cd000a1ba860,M2_vehicle_crossing,5,e53427e70b8b956d,M6_temp_occupancy,0.023098,1
b1e5c3613f253cd6,M6_temp_occupancy,1,4c876e42879d5527,M5_merge,0.0,1
b1e5c3613f253cd6,M6_temp_occupancy,2,8e8850bd484b4c94,M3_vru_crossing,0.0,1
b1e5c3613f253cd6,M6_temp_occupancy,3,585ffc8db08d83cd,M2_vehicle_crossing,0.0,1
b1e5c3613f253cd6,M6_temp_occupancy,4,d952c66361dd6dd,M3_vru_crossing,0.0,1
b1e5c3613f253cd6,M6_temp_occupancy,5,fb142b6dfa344e7d,M6_temp_occupancy,0.0,0
e4248acdea6c8a04,M6_temp_occupancy,1,793ca3974b95f19e,M5_merge,0.0,1
e4248acdea6c8a04,M6_temp_occupancy,2,d1005ff0ae21f95d,M5_merge,0.0,1
e4248acdea6c8a04,M6_temp_occupancy,3,47b9320b31ab33ac,M4_cut_in,0.0,1
e4248acdea6c8a04,M6_temp_occupancy,4,bda923bbd61198da,M4_cut_in,0.0,1
e4248acdea6c8a04,M6_temp_occupancy,5,a0ba5287bfa5fa01,M6_temp_occupancy,0.0,0
f4f8114477b9d87,M6_temp_occupancy,1,79c076bb5b2087ca,M6_temp_occupancy,0.075421,0
f4f8114477b9d87,M6_temp_occupancy,2,a955a67397678653,M2_vehicle_crossing,0.080131,1
f4f8114477b9d87,M6_temp_occupancy,3,aff1b25771a6b4e5,M1_lead_slow_stop,0.088365,1
f4f8114477b9d87,M6_temp_occupancy,4,e527e1e12a9fdc28,M1_lead_slow_stop,0.102575,1
f4f8114477b9d87,M6_temp_occupancy,5,be42918ebd3fa0f0,M6_temp_occupancy,0.10412,0
1d5aa678fbcf98f7,M4_cut_in,1,19d0df1d5bb64120,M6_temp_occupancy,0.004454,1
1d5aa678fbcf98f7,M4_cut_in,2,887bd6aace8b75e9,M6_temp_occupancy,0.005171,1
1d5aa678fbcf98f7,M4_cut_in,3,793ca3974b95f19e,M5_merge,0.005511,1
1d5aa678fbcf98f7,M4_cut_in,4,a0ba5287bfa5fa01,M6_temp_occupancy,0.005511,1
1d5aa678fbcf98f7,M4_cut_in,5,3a6c26ba1a3aaad6,M4_cut_in,0.005511,0
df00457ce0737194,M3_vru_crossing,1,1e98bdb2802fdab1,M3_vru_crossing,0.00258,0
df00457ce0737194,M3_vru_crossing,2,ee8a56fbf694ea41,M4_cut_in,0.004607,1
df00457ce0737194,M3_vru_crossing,3,68fd9de9ecd79093,M1_lead_slow_stop,0.005974,1
df00457ce0737194,M3_vru_crossing,4,9c8c3c7431089e90,M4_cut_in,0.006184,1
df00457ce0737194,M3_vru_crossing,5,270199473a16315,M2_vehicle_crossing,0.007225,1
793ca3974b95f19e,M5_merge,1,d1005ff0ae21f95d,M5_merge,0.0,0
793ca3974b95f19e,M5_merge,2,47b9320b31ab33ac,M4_cut_in,0.0,1
793ca3974b95f19e,M5_merge,3,bda923bbd61198da,M4_cut_in,0.0,1
793ca3974b95f19e,M5_merge,4,a0ba5287bfa5fa01,M6_temp_occupancy,0.0,1
793ca3974b95f19e,M5_merge,5,3a6c26ba1a3aaad6,M4_cut_in,0.0,1
96a816b2f4b62e88,M1_lead_slow_stop,1,193973f267c0e3f8,M1_lead_slow_stop,0.067066,0
96a816b2f4b62e88,M1_lead_slow_stop,2,f804b2352d0791d2,M6_temp_occupancy,0.077278,1
96a816b2f4b62e88,M1_lead_slow_stop,3,4f19a78e73788325,M2_vehicle_crossing,0.092478,1
96a816b2f4b62e88,M1_lead_slow_stop,4,c68ab5161508001f,M1_lead_slow_stop,0.097637,0
96a816b2f4b62e88,M1_lead_slow_stop,5,e3b4e3f3a09617e4,M1_lead_slow_stop,0.098304,0
d1005ff0ae21f95d,M5_merge,1,793ca3974b95f19e,M5_merge,0.0,0
d1005ff0ae21f95d,M5_merge,2,47b9320b31ab33ac,M4_cut_in,0.0,1
d1005ff0ae21f95d,M5_merge,3,bda923bbd61198da,M4_cut_in,0.0,1
d1005ff0ae21f95d,M5_merge,4,a0ba5287bfa5fa01,M6_temp_occupancy,0.0,1
d1005ff0ae21f95d,M5_merge,5,3a6c26ba1a3aaad6,M4_cut_in,0.0,1
be42918ebd3fa0f0,M6_temp_occupancy,1,cd10d9c4e582dce2,M6_temp_occupancy,0.057836,0
be42918ebd3fa0f0,M6_temp_occupancy,2,320d7f0fddc558fb,M2_vehicle_crossing,0.059488,1
be42918ebd3fa0f0,M6_temp_occupancy,3,12c4604478212e7f,M4_cut_in,0.074982,1
be42918ebd3fa0f0,M6_temp_occupancy,4,cce2b45ecc9a9a23,M1_lead_slow_stop,0.077707,1
be42918ebd3fa0f0,M6_temp_occupancy,5,c710955bf6df9bd6,M5_merge,0.078893,1
549511458b4973c3,M2_vehicle_crossing,1,7c2ed9ab567e443f,M3_vru_crossing,0.0,1
549511458b4973c3,M2_vehicle_crossing,2,c757f0db71e9ac59,M2_vehicle_crossing,0.0,0
549511458b4973c3,M2_vehicle_crossing,3,9d2059d1b77947bc,M4_cut_in,0.0,1
549511458b4973c3,M2_vehicle_crossing,4,c1e9a535b80c7600,M5_merge,0.0,1
549511458b4973c3,M2_vehicle_crossing,5,26284a71f3345792,M2_vehicle_crossing,0.0,0
e43d8ba5feec2f4c,M5_merge,1,7c2ed9ab567e443f,M3_vru_crossing,0.00055,1
e43d8ba5feec2f4c,M5_merge,2,9d2059d1b77947bc,M4_cut_in,0.00055,1
e43d8ba5feec2f4c,M5_merge,3,c757f0db71e9ac59,M2_vehicle_crossing,0.00055,1
e43d8ba5feec2f4c,M5_merge,4,26284a71f3345792,M2_vehicle_crossing,0.00055,1
e43d8ba5feec2f4c,M5_merge,5,8bf5237dd38f68ae,M4_cut_in,0.00055,1
47b9320b31ab33ac,M4_cut_in,1,793ca3974b95f19e,M5_merge,0.0,1
47b9320b31ab33ac,M4_cut_in,2,d1005ff0ae21f95d,M5_merge,0.0,1
47b9320b31ab33ac,M4_cut_in,3,bda923bbd61198da,M4_cut_in,0.0,0
47b9320b31ab33ac,M4_cut_in,4,a0ba5287bfa5fa01,M6_temp_occupancy,0.0,1
47b9320b31ab33ac,M4_cut_in,5,3a6c26ba1a3aaad6,M4_cut_in,0.0,0
fe2d2a81d65a9c2d,M2_vehicle_crossing,1,dcfab9621bc1420,M4_cut_in,0.012006,1
fe2d2a81d65a9c2d,M2_vehicle_crossing,2,e03381a1e69875df,M5_merge,0.023438,1
fe2d2a81d65a9c2d,M2_vehicle_crossing,3,443c9fa41bef7e1c,M6_temp_occupancy,0.042969,1
fe2d2a81d65a9c2d,M2_vehicle_crossing,4,d7d4b8d47a368383,M5_merge,0.042969,1
fe2d2a81d65a9c2d,M2_vehicle_crossing,5,190944907e8617c0,M6_temp_occupancy,0.042969,1
818472857e729867,M3_vru_crossing,1,7c2ed9ab567e443f,M3_vru_crossing,0.0,0
818472857e729867,M3_vru_crossing,2,c757f0db71e9ac59,M2_vehicle_crossing,0.0,1
818472857e729867,M3_vru_crossing,3,9d2059d1b77947bc,M4_cut_in,0.0,1
818472857e729867,M3_vru_crossing,4,c1e9a535b80c7600,M5_merge,0.0,1
818472857e729867,M3_vru_crossing,5,26284a71f3345792,M2_vehicle_crossing,0.0,1
cdbe6aeb876ca6f8,M5_merge,1,6f94728ea8b0deba,M2_vehicle_crossing,0.007812,1
cdbe6aeb876ca6f8,M5_merge,2,793ca3974b95f19e,M5_merge,0.015625,0
cdbe6aeb876ca6f8,M5_merge,3,d1005ff0ae21f95d,M5_merge,0.015625,0
cdbe6aeb876ca6f8,M5_merge,4,47b9320b31ab33ac,M4_cut_in,0.015625,1
cdbe6aeb876ca6f8,M5_merge,5,3a6c26ba1a3aaad6,M4_cut_in,0.015625,1
675099d84cf0212,M4_cut_in,1,e8f0bb32d5de2d24,M5_merge,0.048745,1
675099d84cf0212,M4_cut_in,2,3b2734e62ea77e0b,M2_vehicle_crossing,0.0516,1
675099d84cf0212,M4_cut_in,3,476bce23b3e638d5,M2_vehicle_crossing,0.055518,1
675099d84cf0212,M4_cut_in,4,41e5d0a14afc65fe,M5_merge,0.059156,1
675099d84cf0212,M4_cut_in,5,2e10359a52c4c299,M6_temp_occupancy,0.065921,1
cccc1c64881dde01,M3_vru_crossing,1,374f7f515942ce08,M2_vehicle_crossing,0.0,1
cccc1c64881dde01,M3_vru_crossing,2,d864c4fbd40d6060,M6_temp_occupancy,0.0,1
cccc1c64881dde01,M3_vru_crossing,3,17c5c69ac611ac01,M6_temp_occupancy,0.00138,1
cccc1c64881dde01,M3_vru_crossing,4,227059f2f85c2a20,M2_vehicle_crossing,0.011719,1
cccc1c64881dde01,M3_vru_crossing,5,8bfeaae8e7475de2,M4_cut_in,0.015518,1
5f76aca0e8d6d060,M6_temp_occupancy,1,b18c133f146677a7,M2_vehicle_crossing,0.0,1
5f76aca0e8d6d060,M6_temp_occupancy,2,b1bc03805735b4e4,M3_vru_crossing,0.0,1
5f76aca0e8d6d060,M6_temp_occupancy,3,e765ea8a0b617a42,M3_vru_crossing,0.0,1
5f76aca0e8d6d060,M6_temp_occupancy,4,a47da157cf1535bb,M4_cut_in,0.0,1
5f76aca0e8d6d060,M6_temp_occupancy,5,6c50f7bf6b8d17ee,M6_temp_occupancy,0.0,0
6f94728ea8b0deba,M2_vehicle_crossing,1,cdbe6aeb876ca6f8,M5_merge,0.007812,1
6f94728ea8b0deba,M2_vehicle_crossing,2,793ca3974b95f19e,M5_merge,0.023438,1
6f94728ea8b0deba,M2_vehicle_crossing,3,d1005ff0ae21f95d,M5_merge,0.023438,1
6f94728ea8b0deba,M2_vehicle_crossing,4,47b9320b31ab33ac,M4_cut_in,0.023438,1
6f94728ea8b0deba,M2_vehicle_crossing,5,3a6c26ba1a3aaad6,M4_cut_in,0.023438,1
bda923bbd61198da,M4_cut_in,1,793ca3974b95f19e,M5_merge,0.0,1
bda923bbd61198da,M4_cut_in,2,d1005ff0ae21f95d,M5_merge,0.0,1
bda923bbd61198da,M4_cut_in,3,47b9320b31ab33ac,M4_cut_in,0.0,0
bda923bbd61198da,M4_cut_in,4,a0ba5287bfa5fa01,M6_temp_occupancy,0.0,1
bda923bbd61198da,M4_cut_in,5,3a6c26ba1a3aaad6,M4_cut_in,0.0,0
4c876e42879d5527,M5_merge,1,8e8850bd484b4c94,M3_vru_crossing,0.0,1
4c876e42879d5527,M5_merge,2,585ffc8db08d83cd,M2_vehicle_crossing,0.0,1
4c876e42879d5527,M5_merge,3,d952c66361dd6dd,M3_vru_crossing,0.0,1
4c876e42879d5527,M5_merge,4,fb142b6dfa344e7d,M6_temp_occupancy,0.0,1
4c876e42879d5527,M5_merge,5,f47f7ad1c8fc8e29,M3_vru_crossing,0.0,1
3201e0ad7075dd38,M2_vehicle_crossing,1,98915e2ef682a0ad,M2_vehicle_crossing,0.050693,0
3201e0ad7075dd38,M2_vehicle_crossing,2,a70f5b2aa2077f39,M1_lead_slow_stop,0.06769,1
3201e0ad7075dd38,M2_vehicle_crossing,3,f7d61c994f5c773,M3_vru_crossing,0.074077,1
3201e0ad7075dd38,M2_vehicle_crossing,4,a85bb8c9decfce02,M2_vehicle_crossing,0.075689,0
3201e0ad7075dd38,M2_vehicle_crossing,5,3921421d5571f009,M6_temp_occupancy,0.079484,1
a0a7a5764d3e2c97,M1_lead_slow_stop,1,62bad9e61da6dc44,M1_lead_slow_stop,0.010785,0
a0a7a5764d3e2c97,M1_lead_slow_stop,2,6e1e3cbc291ef7,M1_lead_slow_stop,0.016288,0
a0a7a5764d3e2c97,M1_lead_slow_stop,3,94c25b4be74d177b,M1_lead_slow_stop,0.020434,0
a0a7a5764d3e2c97,M1_lead_slow_stop,4,b01112211aeddce1,M1_lead_slow_stop,0.022382,0
a0a7a5764d3e2c97,M1_lead_slow_stop,5,af8d2b2e7bf74387,M1_lead_slow_stop,0.028047,0
7d68b3426a9bb6ad,M2_vehicle_crossing,1,22b89ada4ddaaa3e,M5_merge,0.000375,1
7d68b3426a9bb6ad,M2_vehicle_crossing,2,6646d8a4c3d41f86,M5_merge,0.002305,1
7d68b3426a9bb6ad,M2_vehicle_crossing,3,38fc99d2b91ace4f,M2_vehicle_crossing,0.004317,0
7d68b3426a9bb6ad,M2_vehicle_crossing,4,59a52add08359a02,M4_cut_in,0.004576,1
7d68b3426a9bb6ad,M2_vehicle_crossing,5,582aae15098c3428,M2_vehicle_crossing,0.005524,0
799ff247470c3549,M2_vehicle_crossing,1,7deccdd519c13352,M2_vehicle_crossing,0.016461,0
799ff247470c3549,M2_vehicle_crossing,2,ab90c99c62ce9388,M2_vehicle_crossing,0.040591,0
799ff247470c3549,M2_vehicle_crossing,3,e8f0bb32d5de2d24,M5_merge,0.066397,1
799ff247470c3549,M2_vehicle_crossing,4,a3b3a764aab8ba8f,M1_lead_slow_stop,0.066975,1
799ff247470c3549,M2_vehicle_crossing,5,627c9e858445e526,M2_vehicle_crossing,0.07089,0
7a54acbbcff5c08e,M3_vru_crossing,1,92fac5998e2feef1,M1_lead_slow_stop,0.0115,1
7a54acbbcff5c08e,M3_vru_crossing,2,593b60d37e0756a3,M1_lead_slow_stop,0.014705,1
7a54acbbcff5c08e,M3_vru_crossing,3,4d6038940863ff85,M2_vehicle_crossing,0.015532,1
7a54acbbcff5c08e,M3_vru_crossing,4,48176b7209253062,M1_lead_slow_stop,0.016271,1
7a54acbbcff5c08e,M3_vru_crossing,5,f2abf57c98faabf3,M1_lead_slow_stop,0.018343,1
cd10d9c4e582dce2,M6_temp_occupancy,1,be42918ebd3fa0f0,M6_temp_occupancy,0.057836,0
cd10d9c4e582dce2,M6_temp_occupancy,2,ba35d3e87e11a4f4,M5_merge,0.074258,1
cd10d9c4e582dce2,M6_temp_occupancy,3,61e1636e2ab9f43e,M1_lead_slow_stop,0.075198,1
cd10d9c4e582dce2,M6_temp_occupancy,4,f5cf95b720b572f9,M6_temp_occupancy,0.078442,0
cd10d9c4e582dce2,M6_temp_occupancy,5,c99507df4ad4899,M1_lead_slow_stop,0.079098,1
