file,scenario_id,ego_speed,primary_mechanism,auxiliary_mechanism_tags,n_actors,evidence
tfrecord-00023-of-01000_307.json,23753bc3b7a68c32,6.8,M2_vehicle_crossing,M2_vehicle_crossing;M5_merge,58,"{""M2"": {""lat_span"": 4.09}, ""M5"": {""lon0"": -17.71, ""lon_end"": 39.8}}"
tfrecord-00321-of-01000_150.json,ba28f21ba487764b,0.0,M6_temp_occupancy,M6_temp_occupancy,143,"{""M6"": {""lat_end"": 3.85}}"
tfrecord-00415-of-01000_48.json,a761b408c5a5a35,3.14,M4_cut_in,M4_cut_in,75,"{""M4"": {""lat0"": -3.88, ""lat_min"": 0.25}}"
tfrecord-00114-of-01000_350.json,585eb35cc44e32ca,2.82,M4_cut_in,M4_cut_in,20,"{""M4"": {""lat0"": -14.43, ""lat_min"": 0.61}}"
tfrecord-00420-of-01000_179.json,de152d69e26d2885,1.19,M1_lead_slow_stop,M1_lead_slow_stop;M6_temp_occupancy,125,"{""M1"": {""min_spd"": 0.41, ""dspd"": 0.14}, ""M6"": {""lat_end"": 3.6}}"
tfrecord-00103-of-01000_406.json,a108cee3eba053e3,0.07,M0_none,,33,{}
tfrecord-00414-of-01000_333.json,f2a4cccd488f3e06,0.01,M1_lead_slow_stop,M1_lead_slow_stop,122,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00316-of-01000_436.json,556c63ff90f01eb6,0.0,M4_cut_in,M4_cut_in,121,"{""M4"": {""lat0"": 5.13, ""lat_min"": 0.25}}"
tfrecord-00259-of-01000_0.json,480ef7b94ee582d8,0.3,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing;M6_temp_occupancy,9,"{""M5"": {""lon0"": -8.5, ""lon_end"": 9.03}, ""M2"": {""lat_span"": 67.24}, ""M6"": {""lat_end"": 65.69}}"
tfrecord-00418-of-01000_295.json,bed36c3c5c332883,15.0,M5_merge,M6_temp_occupancy;M5_merge,3,"{""M6"": {""lat_end"": 4.17}, ""M5"": {""lon0"": -38.96, ""lon_end"": 100.55}}"
tfrecord-00042-of-01000_390.json,d8e00c11816321c1,7.08,M0_none,,4,{}
tfrecord-00220-of-01000_432.json,b55a784cecc4965c,2.15,M1_lead_slow_stop,M5_merge;M1_lead_slow_stop,94,"{""M5"": {""lon0"": -9.72, ""lon_end"": 5.9}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00121-of-01000_415.json,e03aa6067e229264,2.25,M6_temp_occupancy,M6_temp_occupancy,31,"{""M6"": {""lat_end"": -71.73}}"
tfrecord-00296-of-01000_437.json,c5b98725126393f4,18.91,M0_none,,39,{}
tfrecord-00027-of-01000_374.json,d8f6023986d99361,10.75,M0_none,,21,{}
tfrecord-00023-of-01000_167.json,c8f237031f8bfad4,1.37,M6_temp_occupancy,M6_temp_occupancy,50,"{""M6"": {""lat_end"": -52.75}}"
tfrecord-00256-of-01000_276.json,b4110134cae06e0b,7.25,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing;M6_temp_occupancy,37,"{""M5"": {""lon0"": -21.03, ""lon_end"": 29.15}, ""M2"": {""lat_span"": 8.81}, ""M6"": {""lat_end"": -9.91}}"
tfrecord-00198-of-01000_473.json,ce969964b3de01e7,4.71,M2_vehicle_crossing,M2_vehicle_crossing,28,"{""M2"": {""lat_span"": 5.3}}"
tfrecord-00446-of-01000_248.json,5763dcd5fb0e7fe6,5.23,M1_lead_slow_stop,M1_lead_slow_stop,39,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00225-of-01000_323.json,159ffe8d830f0db7,8.69,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,62,"{""M2"": {""lat_span"": 7.74}, ""M4"": {""lat0"": -4.94, ""lat_min"": 0.32}, ""M5"": {""lon0"": -14.38, ""lon_end"": 14.47}}"
tfrecord-00421-of-01000_93.json,c51d25640bf53624,0.0,M1_lead_slow_stop,M4_cut_in;M3_vru_crossing;M6_temp_occupancy;M1_lead_slow_stop,88,"{""M4"": {""lat0"": 6.62, ""lat_min"": 0.2}, ""M3"": {""lat_span"": 6.41}, ""M6"": {""lat_end"": -9.5}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00059-of-01000_458.json,eb1de1c0e336dd6f,15.79,M0_none,,10,{}
tfrecord-00245-of-01000_261.json,8364be9d4797d336,2.92,M3_vru_crossing,M3_vru_crossing;M4_cut_in,70,"{""M3"": {""lat_span"": 13.42}, ""M4"": {""lat0"": -8.16, ""lat_min"": 0.03}}"
tfrecord-00481-of-01000_369.json,63bdcc777d217340,15.77,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing,28,"{""M5"": {""lon0"": -28.46, ""lon_end"": 123.44}, ""M2"": {""lat_span"": 4.4}}"
tfrecord-00381-of-01000_173.json,55f4dbc4940cbab1,5.05,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,144,"{""M2"": {""lat_span"": 9.75}, ""M4"": {""lat0"": -10.68, ""lat_min"": 0.93}}"
tfrecord-00282-of-01000_36.json,2e28db36b9e4f0d2,4.09,M1_lead_slow_stop,M1_lead_slow_stop,9,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00032-of-01000_88.json,8bc973d141973c10,8.73,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,58,"{""M1"": {""min_spd"": 4.17, ""dspd"": 3.12}, ""M5"": {""lon0"": -39.95, ""lon_end"": 18.53}}"
tfrecord-00426-of-01000_13.json,219462e5539aa8c1,9.44,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,39,"{""M1"": {""min_spd"": 4.12, ""dspd"": 2.35}, ""M5"": {""lon0"": -44.77, ""lon_end"": 8.81}}"
tfrecord-00094-of-01000_187.json,418c53c92f846e63,5.99,M5_merge,M5_merge,19,"{""M5"": {""lon0"": -36.05, ""lon_end"": 23.61}}"
tfrecord-00428-of-01000_307.json,5c54e925b2fd20ad,7.27,M0_none,,24,{}
tfrecord-00413-of-01000_62.json,f2783dd4af35ef35,6.9,M5_merge,M5_merge,68,"{""M5"": {""lon0"": -14.11, ""lon_end"": 32.71}}"
tfrecord-00201-of-01000_382.json,fe0b050209488cf4,9.98,M4_cut_in,M4_cut_in,51,"{""M4"": {""lat0"": -12.54, ""lat_min"": 0.21}}"
tfrecord-00446-of-01000_249.json,bf3a07350495077b,18.11,M4_cut_in,M4_cut_in;M5_merge,18,"{""M4"": {""lat0"": 6.25, ""lat_min"": 0.38}, ""M5"": {""lon0"": -67.21, ""lon_end"": 105.64}}"
tfrecord-00364-of-01000_198.json,bafe78b8ffa1fc0e,3.26,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,56,"{""M1"": {""min_spd"": 0.01, ""dspd"": 1.27}, ""M5"": {""lon0"": -13.88, ""lon_end"": 3.78}}"
tfrecord-00001-of-01000_214.json,fa91fa59fec69b0,0.0,M1_lead_slow_stop,M1_lead_slow_stop,95,"{""M1"": {""min_spd"": 0.75, ""dspd"": 0.28}}"
tfrecord-00317-of-01000_150.json,5bf65bcc2ff5a858,0.0,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy,180,"{""M2"": {""lat_span"": 21.79}, ""M6"": {""lat_end"": -20.83}}"
tfrecord-00038-of-01000_71.json,9261b81c58ac3904,5.77,M4_cut_in,M5_merge;M4_cut_in,43,"{""M5"": {""lon0"": -18.73, ""lon_end"": 5.84}, ""M4"": {""lat0"": -12.62, ""lat_min"": 0.0}}"
tfrecord-00175-of-01000_319.json,f82ccfbb5d71ba6f,9.13,M5_merge,M5_merge,70,"{""M5"": {""lon0"": -42.34, ""lon_end"": 35.08}}"
tfrecord-00166-of-01000_71.json,6f709cfbe5a2306e,0.57,M1_lead_slow_stop,M1_lead_slow_stop;M2_vehicle_crossing;M5_merge,55,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M2"": {""lat_span"": 4.5}, ""M5"": {""lon0"": -12.18, ""lon_end"": 45.62}}"
tfrecord-00320-of-01000_377.json,a404f3545d4d151c,0.04,M2_vehicle_crossing,M2_vehicle_crossing;M3_vru_crossing;M6_temp_occupancy,45,"{""M2"": {""lat_span"": 18.48}, ""M3"": {""lat_span"": 14.22}, ""M6"": {""lat_end"": -5.76}}"
tfrecord-00016-of-01000_431.json,ed39b1e1a3b05c53,5.19,M0_none,,22,{}
tfrecord-00144-of-01000_326.json,8e2d159aef1c965b,0.02,M4_cut_in,M4_cut_in,24,"{""M4"": {""lat0"": 15.93, ""lat_min"": 0.12}}"
tfrecord-00048-of-01000_24.json,c0594438491090bf,8.45,M0_none,,6,{}
tfrecord-00355-of-01000_210.json,b7efc59fe2f71c3e,0.0,M1_lead_slow_stop,M4_cut_in;M5_merge;M1_lead_slow_stop,105,"{""M4"": {""lat0"": -3.35, ""lat_min"": 0.41}, ""M5"": {""lon0"": -13.49, ""lon_end"": 11.97}, ""M1"": {""min_spd"": 0.26, ""dspd"": 0.69}}"
tfrecord-00472-of-01000_265.json,2a557b3fa1ed486e,0.15,M4_cut_in,M4_cut_in,18,"{""M4"": {""lat0"": -12.11, ""lat_min"": 1.35}}"
tfrecord-00399-of-01000_302.json,9efa53a72818c2e7,17.67,M5_merge,M5_merge;M6_temp_occupancy,35,"{""M5"": {""lon0"": -37.18, ""lon_end"": 108.59}, ""M6"": {""lat_end"": 3.74}}"
tfrecord-00156-of-01000_58.json,398319e7bc0aa033,13.7,M5_merge,M5_merge,52,"{""M5"": {""lon0"": -46.73, ""lon_end"": 78.34}}"
tfrecord-00446-of-01000_225.json,e3f5799fa8da91c8,13.49,M5_merge,M5_merge;M6_temp_occupancy,13,"{""M5"": {""lon0"": -23.9, ""lon_end"": 45.24}, ""M6"": {""lat_end"": -15.72}}"
tfrecord-00292-of-01000_186.json,95206f10880781f9,1.55,M1_lead_slow_stop,M1_lead_slow_stop,76,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00019-of-01000_186.json,ebd10629faa46b15,0.77,M1_lead_slow_stop,M1_lead_slow_stop,59,"{""M1"": {""min_spd"": 0.04, ""dspd"": -0.14}}"
tfrecord-00002-of-01000_83.json,4b0df1b89be06059,0.75,M0_none,,159,{}
tfrecord-00466-of-01000_359.json,f881f9d5683c6f21,20.22,M5_merge,M5_merge,3,"{""M5"": {""lon0"": -49.41, ""lon_end"": 114.16}}"
tfrecord-00274-of-01000_359.json,bb8302dde3b4c3d1,1.89,M6_temp_occupancy,M6_temp_occupancy,189,"{""M6"": {""lat_end"": -3.55}}"
tfrecord-00344-of-01000_445.json,149e00cc6d036c93,19.27,M5_merge,M5_merge,32,"{""M5"": {""lon0"": -22.27, ""lon_end"": 102.84}}"
tfrecord-00480-of-01000_286.json,afff64ac406d74f9,0.83,M1_lead_slow_stop,M1_lead_slow_stop,137,"{""M1"": {""min_spd"": 0.05, ""dspd"": -0.15}}"
tfrecord-00388-of-01000_421.json,db704ae6e8c83447,7.67,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,16,"{""M1"": {""min_spd"": 0.01, ""dspd"": -0.02}, ""M5"": {""lon0"": -29.15, ""lon_end"": 12.86}}"
tfrecord-00162-of-01000_24.json,f2a1bfa33d5c509c,1.8,M5_merge,M6_temp_occupancy;M5_merge,28,"{""M6"": {""lat_end"": -34.14}, ""M5"": {""lon0"": -43.22, ""lon_end"": 71.85}}"
tfrecord-00202-of-01000_449.json,4d41b496fa1aa0b5,19.59,M5_merge,M5_merge,3,"{""M5"": {""lon0"": -40.3, ""lon_end"": 99.61}}"
tfrecord-00146-of-01000_451.json,3aa436ed4f65b5e9,9.03,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,41,"{""M2"": {""lat_span"": 7.22}, ""M4"": {""lat0"": 6.42, ""lat_min"": 0.25}, ""M5"": {""lon0"": -1.23, ""lon_end"": 53.71}}"
tfrecord-00182-of-01000_469.json,25a6004f455d1290,0.01,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,12,"{""M2"": {""lat_span"": 99.37}, ""M4"": {""lat0"": -43.55, ""lat_min"": 0.63}}"
tfrecord-00195-of-01000_444.json,5da1f1b730bdebd8,1.94,M0_none,,73,{}
tfrecord-00219-of-01000_135.json,c3fa0b28f5ea2897,2.19,M0_none,,64,{}
tfrecord-00463-of-01000_305.json,572a69ec78d9dbcb,15.7,M5_merge,M5_merge,11,"{""M5"": {""lon0"": -13.93, ""lon_end"": 159.88}}"
tfrecord-00023-of-01000_39.json,9ad20e9d19584fc8,14.16,M0_none,,37,{}
tfrecord-00315-of-01000_379.json,b0bf7dcc43df3e94,10.85,M0_none,,31,{}
tfrecord-00176-of-01000_105.json,1a2665106a4051c5,2.41,M5_merge,M5_merge,223,"{""M5"": {""lon0"": -12.59, ""lon_end"": 6.56}}"
tfrecord-00362-of-01000_166.json,ab738c3becdf93f3,0.6,M1_lead_slow_stop,M1_lead_slow_stop,36,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00399-of-01000_315.json,8734d76f4838f111,9.22,M0_none,,5,{}
tfrecord-00244-of-01000_19.json,6832a3be1720ecba,18.29,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,62,"{""M1"": {""min_spd"": 8.3, ""dspd"": 7.03}, ""M5"": {""lon0"": -41.51, ""lon_end"": 61.84}}"
tfrecord-00405-of-01000_81.json,369f33a00d0af47a,0.0,M3_vru_crossing,M3_vru_crossing;M6_temp_occupancy,103,"{""M3"": {""lat_span"": 8.84}, ""M6"": {""lat_end"": 7.98}}"
tfrecord-00266-of-01000_114.json,fb4093df68fd2508,0.24,M0_none,,16,{}
tfrecord-00343-of-01000_210.json,f64799d6293e889b,15.06,M0_none,,36,{}
tfrecord-00360-of-01000_87.json,a89284be83fbca0a,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M3_vru_crossing;M6_temp_occupancy,94,"{""M1"": {""min_spd"": 0.2, ""dspd"": -0.39}, ""M3"": {""lat_span"": 10.28}, ""M6"": {""lat_end"": 6.41}}"
tfrecord-00363-of-01000_100.json,b563f6aa28c25680,6.8,M0_none,,4,{}
tfrecord-00185-of-01000_60.json,20d36712d356e668,0.0,M1_lead_slow_stop,M4_cut_in;M6_temp_occupancy;M1_lead_slow_stop,94,"{""M4"": {""lat0"": 5.97, ""lat_min"": 0.06}, ""M6"": {""lat_end"": 5.79}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00083-of-01000_379.json,207571e5d9e68fa5,0.57,M2_vehicle_crossing,M2_vehicle_crossing,88,"{""M2"": {""lat_span"": 26.65}}"
tfrecord-00036-of-01000_39.json,5aecbb8faff01aeb,10.31,M5_merge,M5_merge,67,"{""M5"": {""lon0"": -35.7, ""lon_end"": 44.28}}"
tfrecord-00167-of-01000_303.json,785f9ff8497ddbc1,0.54,M0_none,,101,{}
tfrecord-00460-of-01000_334.json,ec9628feaea01e49,15.66,M5_merge,M5_merge,15,"{""M5"": {""lon0"": -18.37, ""lon_end"": 118.33}}"
tfrecord-00447-of-01000_423.json,c331fd25872f1594,0.0,M0_none,,54,{}
tfrecord-00209-of-01000_500.json,72c4f7fc0a1add09,2.02,M5_merge,M5_merge,88,"{""M5"": {""lon0"": -8.73, ""lon_end"": 20.46}}"
tfrecord-00171-of-01000_260.json,ecee0d03aa91a88a,0.0,M1_lead_slow_stop,M1_lead_slow_stop;M2_vehicle_crossing;M6_temp_occupancy,80,"{""M1"": {""min_spd"": 0.01, ""dspd"": -0.93}, ""M2"": {""lat_span"": 9.99}, ""M6"": {""lat_end"": -8.36}}"
tfrecord-00154-of-01000_288.json,6dcbfcd44bd05f36,7.82,M4_cut_in,M5_merge;M6_temp_occupancy;M4_cut_in,54,"{""M5"": {""lon0"": -43.6, ""lon_end"": 22.68}, ""M6"": {""lat_end"": -19.38}, ""M4"": {""lat0"": 11.43, ""lat_min"": 0.86}}"
tfrecord-00065-of-01000_273.json,9320d67a05e410c5,5.63,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,36,"{""M2"": {""lat_span"": 37.65}, ""M4"": {""lat0"": -12.91, ""lat_min"": 0.85}}"
tfrecord-00344-of-01000_75.json,b455424deba358a5,6.71,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing;M4_cut_in,30,"{""M5"": {""lon0"": -14.01, ""lon_end"": 19.14}, ""M2"": {""lat_span"": 9.59}, ""M4"": {""lat0"": -8.44, ""lat_min"": 0.03}}"
tfrecord-00182-of-01000_73.json,8e3bf011afba4712,1.67,M1_lead_slow_stop,M1_lead_slow_stop;M2_vehicle_crossing,128,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}, ""M2"": {""lat_span"": 12.66}}"
tfrecord-00451-of-01000_228.json,17f3a707c31f8fe6,0.0,M1_lead_slow_stop,M4_cut_in;M1_lead_slow_stop;M3_vru_crossing,123,"{""M4"": {""lat0"": -6.62, ""lat_min"": 0.21}, ""M1"": {""min_spd"": 0.93, ""dspd"": 0.16}, ""M3"": {""lat_span"": 8.31}}"
tfrecord-00367-of-01000_481.json,33c4ecb618ad7750,1.84,M0_none,,8,{}
tfrecord-00220-of-01000_145.json,2950c64ed229290b,0.8,M5_merge,M6_temp_occupancy;M5_merge,31,"{""M6"": {""lat_end"": -7.62}, ""M5"": {""lon0"": -8.2, ""lon_end"": 8.54}}"
tfrecord-00175-of-01000_332.json,79ce12a6c622439e,7.44,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge;M6_temp_occupancy,25,"{""M1"": {""min_spd"": 2.17, ""dspd"": 5.16}, ""M5"": {""lon0"": -15.17, ""lon_end"": 34.54}, ""M6"": {""lat_end"": 19.41}}"
tfrecord-00468-of-01000_79.json,8f1471faa1178fac,20.16,M5_merge,M5_merge,4,"{""M5"": {""lon0"": -44.02, ""lon_end"": 121.73}}"
tfrecord-00382-of-01000_174.json,25ae95443ccf9494,4.22,M1_lead_slow_stop,M1_lead_slow_stop,39,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00210-of-01000_428.json,6b1621bbbcf66091,13.36,M4_cut_in,M4_cut_in;M5_merge,34,"{""M4"": {""lat0"": -3.74, ""lat_min"": 0.13}, ""M5"": {""lon0"": -46.73, ""lon_end"": 52.74}}"
tfrecord-00439-of-01000_163.json,885182ba96f7381,15.7,M4_cut_in,M4_cut_in;M5_merge,6,"{""M4"": {""lat0"": 2.83, ""lat_min"": 0.17}, ""M5"": {""lon0"": -4.21, ""lon_end"": 156.45}}"
tfrecord-00360-of-01000_407.json,13b19167d076918e,7.34,M0_none,,18,{}
tfrecord-00285-of-01000_295.json,f23b32be36ea7a37,0.0,M4_cut_in,M6_temp_occupancy;M4_cut_in,38,"{""M6"": {""lat_end"": -3.2}, ""M4"": {""lat0"": -3.99, ""lat_min"": 0.33}}"
tfrecord-00006-of-01000_306.json,a37d6b07628db755,14.99,M4_cut_in,M4_cut_in,5,"{""M4"": {""lat0"": 6.41, ""lat_min"": 1.42}}"
tfrecord-00337-of-01000_303.json,b9d305ad86c12117,1.38,M1_lead_slow_stop,M4_cut_in;M6_temp_occupancy;M1_lead_slow_stop,122,"{""M4"": {""lat0"": -4.75, ""lat_min"": 0.04}, ""M6"": {""lat_end"": 21.57}, ""M1"": {""min_spd"": 0.86, ""dspd"": 0.2}}"
tfrecord-00303-of-01000_135.json,7075e709e39db9fb,7.56,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,61,"{""M1"": {""min_spd"": 1.33, ""dspd"": 3.96}, ""M5"": {""lon0"": -32.31, ""lon_end"": 12.49}}"
tfrecord-00335-of-01000_333.json,fb9d8960b8ecdf90,7.16,M2_vehicle_crossing,M5_merge;M2_vehicle_crossing,11,"{""M5"": {""lon0"": -30.48, ""lon_end"": 18.16}, ""M2"": {""lat_span"": 28.32}}"
tfrecord-00014-of-01000_369.json,82ee99face395654,2.49,M0_none,,39,{}
tfrecord-00243-of-01000_355.json,4ba890de8e0e6b02,2.19,M0_none,,48,{}
tfrecord-00052-of-01000_307.json,371449c803e1e064,0.0,M6_temp_occupancy,M6_temp_occupancy,50,"{""M6"": {""lat_end"": 11.44}}"
tfrecord-00005-of-01000_27.json,a9065e7cc96a40f2,4.27,M5_merge,M5_merge,34,"{""M5"": {""lon0"": -15.55, ""lon_end"": 14.49}}"
tfrecord-00258-of-01000_328.json,377e4cb6dfb0aabb,20.19,M5_merge,M5_merge,3,"{""M5"": {""lon0"": -33.17, ""lon_end"": 126.9}}"
tfrecord-00247-of-01000_418.json,d32b101405fa96e4,6.92,M2_vehicle_crossing,M2_vehicle_crossing,2,"{""M2"": {""lat_span"": 53.33}}"
tfrecord-00271-of-01000_173.json,c08460acab676c76,14.22,M5_merge,M5_merge;M6_temp_occupancy,61,"{""M5"": {""lon0"": -22.7, ""lon_end"": 85.86}, ""M6"": {""lat_end"": 4.22}}"
tfrecord-00359-of-01000_428.json,749d11276f69df4f,4.19,M0_none,,4,{}
tfrecord-00049-of-01000_267.json,70078ab33bb17918,4.37,M1_lead_slow_stop,M2_vehicle_crossing;M4_cut_in;M5_merge;M1_lead_slow_stop,30,"{""M2"": {""lat_span"": 6.67}, ""M4"": {""lat0"": 6.47, ""lat_min"": 0.01}, ""M5"": {""lon0"": -1.47, ""lon_end"": 17.92}, ""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00480-of-01000_249.json,79b901b1154f5f62,1.91,M4_cut_in,M5_merge;M4_cut_in,12,"{""M5"": {""lon0"": -9.42, ""lon_end"": 8.62}, ""M4"": {""lat0"": 6.96, ""lat_min"": 0.08}}"
tfrecord-00406-of-01000_96.json,12b7a65366c18d74,12.99,M5_merge,M5_merge,59,"{""M5"": {""lon0"": -22.44, ""lon_end"": 81.23}}"
tfrecord-00137-of-01000_11.json,95bc479625661cfa,6.91,M0_none,,150,{}
tfrecord-00439-of-01000_278.json,870c7685ca1abffb,0.34,M2_vehicle_crossing,M2_vehicle_crossing;M6_temp_occupancy,47,"{""M2"": {""lat_span"": 57.25}, ""M6"": {""lat_end"": -47.34}}"
tfrecord-00317-of-01000_174.json,7613457f672007b7,17.84,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,26,"{""M2"": {""lat_span"": 4.6}, ""M4"": {""lat0"": 3.12, ""lat_min"": 0.07}, ""M5"": {""lon0"": -48.0, ""lon_end"": 99.17}}"
tfrecord-00056-of-01000_341.json,439e62013a118f62,2.09,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,56,"{""M2"": {""lat_span"": 25.84}, ""M4"": {""lat0"": -19.31, ""lat_min"": 0.13}}"
tfrecord-00271-of-01000_489.json,7ff5a0bcc6d09d62,4.51,M0_none,,57,{}
tfrecord-00428-of-01000_92.json,9b62ba9683925460,0.73,M1_lead_slow_stop,M1_lead_slow_stop,99,"{""M1"": {""min_spd"": 0.0, ""dspd"": -0.43}}"
tfrecord-00200-of-01000_292.json,1cdb9e4bd6a79bf9,6.45,M2_vehicle_crossing,M2_vehicle_crossing,16,"{""M2"": {""lat_span"": 13.23}}"
tfrecord-00226-of-01000_247.json,3c91a25a58e2ce0f,23.08,M4_cut_in,M5_merge;M4_cut_in;M6_temp_occupancy,15,"{""M5"": {""lon0"": -47.64, ""lon_end"": 131.14}, ""M4"": {""lat0"": -4.65, ""lat_min"": 1.34}, ""M6"": {""lat_end"": 9.19}}"
tfrecord-00380-of-01000_207.json,fe5e844605708b46,0.08,M0_none,,13,{}
tfrecord-00010-of-01000_337.json,64034795593e896d,4.57,M1_lead_slow_stop,M1_lead_slow_stop,83,"{""M1"": {""min_spd"": 0.0, ""dspd"": 0.0}}"
tfrecord-00270-of-01000_241.json,4f994f13eebed9e5,12.37,M1_lead_slow_stop,M1_lead_slow_stop;M5_merge,13,"{""M1"": {""min_spd"": 7.4, ""dspd"": 3.53}, ""M5"": {""lon0"": -34.81, ""lon_end"": 53.78}}"
tfrecord-00302-of-01000_175.json,17204997b4f25c43,0.0,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in;M5_merge,14,"{""M2"": {""lat_span"": 5.66}, ""M4"": {""lat0"": -2.82, ""lat_min"": 0.5}, ""M5"": {""lon0"": -14.29, ""lon_end"": 18.12}}"
tfrecord-00056-of-01000_156.json,f3dd5d491d83f490,0.65,M6_temp_occupancy,M6_temp_occupancy,89,"{""M6"": {""lat_end"": -39.13}}"
tfrecord-00080-of-01000_258.json,10c748b462f7f4dc,20.09,M5_merge,M5_merge,11,"{""M5"": {""lon0"": -33.12, ""lon_end"": 124.77}}"
tfrecord-00197-of-01000_54.json,17b876946b25411c,12.45,M5_merge,M5_merge,50,"{""M5"": {""lon0"": -44.57, ""lon_end"": 60.25}}"
tfrecord-00459-of-01000_231.json,b200813333a2c16b,2.18,M2_vehicle_crossing,M2_vehicle_crossing;M4_cut_in,107,"{""M2"": {""lat_span"": 24.51}, ""M4"": {""lat0"": -14.5, ""lat_min"": 0.24}}"
