state_id,scenario_group,unique_instance_id,norm_I1,norm_I2,norm_I3,norm_I4,norm_I5,signature_norm,max_block,max_block_fraction
V000016,B_ParkingCutIn,route10|ParkingCutIn_3,2.9132,16.5962,0.5856,0.4494,32.1495,36.305,I5,0.7842
V000017,B_ParkingCutIn,route10|ParkingCutIn_3,3.284,2.6994,0.0,0.0,11.1565,11.939,I5,0.8732
V000018,B_ParkingCutIn,route10|ParkingCutIn_3,4.4822,4.9181,0.0038,0.0039,14.3166,15.7874,I5,0.8224
V000019,B_ParkingCutIn,route10|ParkingCutIn_4,4.1704,2.9571,1.1927,0.3928,12.9525,13.9815,I5,0.8582
V000020,B_ParkingCutIn,route10|ParkingCutIn_4,2.3815,6.6235,0.0,0.0,9.2164,11.5967,I5,0.6316
V000021,B_ParkingCutIn,route10|ParkingCutIn_4,3.5436,3.0843,0.8793,0.7069,25.856,26.3035,I5,0.9663
V000022,B_ParkingCutIn,route10|ParkingCutIn_5,0.2132,0.2399,0.053,0.0478,15.7777,15.7811,I5,0.9996
V000023,B_ParkingCutIn,route10|ParkingCutIn_5,3.7123,4.0096,1.0349,1.1478,11.3057,12.6517,I5,0.7985
V000024,B_ParkingCutIn,route10|ParkingCutIn_5,2.7172,3.5277,0.3283,0.5277,11.341,12.1997,I5,0.8642
V000025,D_PedestrianCrossing,route10|PedestrianCrossing_3,0.2496,0.3435,0.7705,1.1235,3.4852,3.766,I5,0.8564
V000026,D_PedestrianCrossing,route10|PedestrianCrossing_3,7.5279,1.3247,0.3024,0.2949,11.5908,13.8906,I5,0.6963
V000027,D_PedestrianCrossing,route10|PedestrianCrossing_3,1.5511,1.4896,2.8087,3.2729,6.1504,7.8137,I5,0.6196
V000028,D_PedestrianCrossing,route10|PedestrianCrossing_3,5.2581,11.3168,3.7696,6.9818,9.4568,17.5529,I2,0.4157
V000029,D_PedestrianCrossing,route10|PedestrianCrossing_4,0.3166,0.5324,0.7023,1.6727,3.6824,4.1515,I5,0.7868
V000030,D_PedestrianCrossing,route10|PedestrianCrossing_4,5.3174,1.6707,0.2032,0.1356,7.6651,9.4805,I5,0.6537
V000031,D_PedestrianCrossing,route10|PedestrianCrossing_4,11.1727,3.7963,1.089,0.7001,14.082,18.4179,I5,0.5846
V000032,D_PedestrianCrossing,route10|PedestrianCrossing_4,2.2861,15.598,0.3755,0.4507,3.6127,16.1839,I2,0.9289
V000033,D_PedestrianCrossing,route10|PedestrianCrossing_5,0.6712,0.4354,1.3786,1.2481,3.9452,4.4343,I5,0.7916
V000034,D_PedestrianCrossing,route10|PedestrianCrossing_5,0.6587,0.6339,0.9966,1.4593,2.2677,3.0168,I5,0.5651
V000035,D_PedestrianCrossing,route10|PedestrianCrossing_5,4.4897,5.4301,1.3409,1.1248,4.2323,8.4035,I2,0.4175
V000036,D_PedestrianCrossing,route10|PedestrianCrossing_5,2.9389,1.4502,8.0287,2.6808,4.9627,10.3449,I3,0.6023
V000037,C_VehicleTurning,route10|VehicleTurningRoute_1,0.52,0.4286,1.5952,0.8869,1.5882,2.5115,I3,0.4034
V000038,C_VehicleTurning,route10|VehicleTurningRoute_1,2.2785,5.9831,0.0,0.0,29.6528,30.3361,I5,0.9555
V000039,C_VehicleTurning,route10|VehicleTurningRoute_1,1.3563,3.8786,0.0,0.0,31.156,31.4258,I5,0.9829
V000040,C_VehicleTurning,route10|VehicleTurningRoute_1,5.2842,1.1975,0.0964,0.061,32.4947,32.9436,I5,0.9729
V000041,C_VehicleTurning,route10|VehicleTurningRoute_2,4.4093,3.8522,0.0,0.0,24.6796,25.3646,I5,0.9467
V000042,C_VehicleTurning,route10|VehicleTurningRoute_2,0.048,0.2911,0.0292,0.03,4.2784,4.2888,I5,0.9952
V000043,C_VehicleTurning,route10|VehicleTurningRoute_2,2.2918,30.4989,0.0,0.0,30.8538,43.4442,I5,0.5044
V000044,C_VehicleTurning,route10|VehicleTurningRoute_2,2.2862,32.7997,0.0,0.0,33.0921,46.649,I5,0.5032
V000045,A_HardBreak,route14|HardBreakRoute_1,0.954,0.0993,0.3032,0.0547,22.9561,22.9782,I5,0.9981
V000046,A_HardBreak,route14|HardBreakRoute_1,3.3344,3.6786,0.0001,0.0001,16.0947,16.8431,I5,0.9131
V000047,A_HardBreak,route14|HardBreakRoute_1,3.2411,0.176,0.0,0.0,11.7829,12.2218,I5,0.9295
V000048,A_HardBreak,route14|HardBreakRoute_1,5.303,3.6811,0.5163,0.6197,18.5674,19.6741,I5,0.8907
V000049,A_HardBreak,route14|HardBreakRoute_2,8.8624,3.7859,1.5182,1.0182,20.4074,22.6424,I5,0.8123
V000050,A_HardBreak,route14|HardBreakRoute_2,5.2174,0.9543,0.6004,0.6587,20.9281,21.6081,I5,0.938
V000051,A_HardBreak,route14|HardBreakRoute_2,4.402,4.0652,0.0,0.0,22.1055,22.9032,I5,0.9316
V000052,A_HardBreak,route14|HardBreakRoute_2,3.9461,4.8914,0.0004,0.0004,18.1762,19.2321,I5,0.8932
V000053,A_HardBreak,route14|HardBreakRoute_6,4.4924,2.8835,1.3011,1.4821,14.8473,15.9006,I5,0.8719
V000054,A_HardBreak,route14|HardBreakRoute_6,1.1122,1.1944,0.0,0.0,16.6929,16.7725,I5,0.9905
V000055,A_HardBreak,route14|HardBreakRoute_6,3.6103,3.901,0.0,0.0,23.7418,24.3295,I5,0.9523
V000056,A_HardBreak,route14|HardBreakRoute_6,2.8362,2.6249,0.7498,0.7674,16.7362,17.21,I5,0.9457
V000057,D_PedestrianCrossing,route14|PedestrianCrossing_1,0.841,0.8532,1.6561,1.9107,2.9289,4.0506,I5,0.5229
V000058,D_PedestrianCrossing,route14|PedestrianCrossing_1,0.2773,0.4637,0.9241,2.3095,3.8925,4.651,I5,0.7005
V000059,D_PedestrianCrossing,route14|PedestrianCrossing_1,1.2511,1.7176,1.388,3.3463,2.3767,4.8258,I4,0.4808
V000060,D_PedestrianCrossing,route14|PedestrianCrossing_2,1.0163,0.6344,1.6304,1.3114,3.095,3.9233,I5,0.6223
V000061,D_PedestrianCrossing,route14|PedestrianCrossing_2,3.5741,3.2161,0.5585,0.5266,3.5299,6.0139,I1,0.3532
V000062,D_PedestrianCrossing,route14|PedestrianCrossing_2,1.8324,1.2797,4.7384,2.7663,14.1033,15.2971,I5,0.85
V000063,D_PedestrianCrossing,route14|PedestrianCrossing_2,2.1463,2.7344,3.1291,4.4074,7.2237,9.6686,I5,0.5582
V000064,D_PedestrianCrossing,route14|PedestrianCrossing_3,0.1491,0.742,0.106,0.1563,1.0761,1.3291,I5,0.6556
V000065,D_PedestrianCrossing,route14|PedestrianCrossing_3,1.1377,1.3477,0.2548,0.2761,1.1045,2.1146,I2,0.4062
V000066,D_PedestrianCrossing,route14|PedestrianCrossing_3,0.7099,0.5767,0.6633,0.5649,1.8658,2.2532,I5,0.6857
V000067,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.3038,0.3512,0.5279,1.0181,2.4589,2.7527,I5,0.798
V000068,D_PedestrianCrossing,route14|PedestrianCrossing_4,1.5553,0.9643,0.0307,0.0746,1.9466,2.6729,I5,0.5304
V000069,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.8144,0.9811,1.2529,2.0052,2.6111,3.7462,I5,0.4858
V000070,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.9769,0.6582,1.4864,2.2338,2.8857,4.1127,I5,0.4923
V000071,C_VehicleTurning,route14|VehicleTurningRoute_1,3.8115,4.6557,0.0012,0.0012,18.8999,19.8346,I5,0.908
V000072,C_VehicleTurning,route14|VehicleTurningRoute_1,3.1797,2.1482,0.0,0.0,13.613,14.1435,I5,0.9264
V000073,C_VehicleTurning,route14|VehicleTurningRoute_1,4.2683,5.1076,0.3067,0.2701,19.0281,20.1629,I5,0.8906
V000074,C_VehicleTurning,route14|VehicleTurningRoute_1,3.8673,0.1897,0.0646,0.0489,32.4916,32.7216,I5,0.986
V000075,C_VehicleTurning,route14|VehicleTurningRoute_2,0.2403,0.2294,0.2638,0.4341,1.9517,2.0439,I5,0.9118
V000076,C_VehicleTurning,route14|VehicleTurningRoute_2,0.8466,26.0509,0.0,0.0,27.9104,38.1884,I5,0.5342
V000077,C_VehicleTurning,route14|VehicleTurningRoute_2,2.0169,25.2107,0.0,0.0,31.8511,40.6711,I5,0.6133
V000078,C_VehicleTurning,route14|VehicleTurningRoute_2,0.7367,20.8756,0.0,0.0,30.746,37.1706,I5,0.6842
V000079,C_VehicleTurning,route14|VehicleTurningRoute_3,4.3339,3.7463,0.0,0.0,18.8572,19.7082,I5,0.9155
V000080,C_VehicleTurning,route14|VehicleTurningRoute_3,3.9092,1.6985,0.0,0.0,13.4506,14.1098,I5,0.9087
V000081,C_VehicleTurning,route14|VehicleTurningRoute_3,1.5394,1.6632,0.0,0.0,30.499,30.5831,I5,0.9945
V000082,C_VehicleTurning,route14|VehicleTurningRoute_3,1.3268,0.9223,0.1572,0.1155,32.6024,32.643,I5,0.9975
V000083,C_VehicleTurning,route14|VehicleTurningRoute_4,4.0012,3.8149,0.0,0.0,16.5369,17.4365,I5,0.8995
V000084,C_VehicleTurning,route14|VehicleTurningRoute_4,1.9412,4.3184,0.0,0.0,22.7955,23.282,I5,0.9586
V000085,C_VehicleTurning,route14|VehicleTurningRoute_4,2.4682,23.0345,0.0,0.0,28.8571,37.0056,I5,0.6081
V000086,C_VehicleTurning,route14|VehicleTurningRoute_4,2.7525,28.6908,0.0,0.0,29.883,41.5178,I5,0.5181
V000087,C_VehicleTurning,route14|VehicleTurningRoute_5,7.3704,1.9379,0.7933,0.5778,17.8706,19.4525,I5,0.844
V000088,C_VehicleTurning,route14|VehicleTurningRoute_5,2.4401,22.8751,0.0,0.0,32.086,39.4808,I5,0.6605
V000089,A_HardBreak,route3|HardBreakRoute_1,4.0637,3.7601,0.0,0.0,14.8503,15.8488,I5,0.878
V000090,A_HardBreak,route3|HardBreakRoute_1,3.5915,3.4802,0.0,0.0,13.2479,14.1604,I5,0.8753
V000091,A_HardBreak,route3|HardBreakRoute_1,4.9414,4.9009,0.5636,0.538,26.5597,27.4675,I5,0.935
V000092,A_HardBreak,route3|HardBreakRoute_10,0.9185,0.2952,0.3463,0.2317,21.1969,21.2229,I5,0.9975
V000093,A_HardBreak,route3|HardBreakRoute_10,2.5791,3.2335,0.0,0.0,14.6449,15.2178,I5,0.9261
V000094,A_HardBreak,route3|HardBreakRoute_10,3.1295,5.2727,0.779,0.7209,16.7787,17.8954,I5,0.8791
V000095,A_HardBreak,route3|HardBreakRoute_4,5.214,3.7732,0.4313,0.5674,31.9369,32.5867,I5,0.9605
V000096,A_HardBreak,route3|HardBreakRoute_5,1.1421,0.1829,0.3312,0.3107,26.1603,26.1898,I5,0.9977
V000097,A_HardBreak,route3|HardBreakRoute_5,9.6459,0.5378,0.0,0.0,22.0978,24.1173,I5,0.8395
V000098,A_HardBreak,route3|HardBreakRoute_7,2.7337,0.0364,0.0,0.0,16.545,16.7693,I5,0.9734
V000099,A_HardBreak,route3|HardBreakRoute_7,7.8478,5.1194,3.1531,1.5523,18.5979,21.1194,I5,0.7755
V000100,A_HardBreak,route3|HardBreakRoute_7,7.9641,0.9306,0.6583,0.6007,23.8961,25.2212,I5,0.8977
V000101,A_HardBreak,route3|HardBreakRoute_7,9.6232,6.1411,7.0854,3.0527,26.3471,29.7323,I5,0.7853
V000102,A_HardBreak,route3|HardBreakRoute_8,5.5608,7.9862,1.7496,1.3715,18.0802,20.6528,I5,0.7664
V000103,B_ParkingCutIn,route3|ParkingCutIn_3,4.2883,3.8022,0.2289,0.1909,22.1972,22.9271,I5,0.9373
V000104,B_ParkingCutIn,route3|ParkingCutIn_3,0.9627,0.9275,0.0,0.0,20.2176,20.2617,I5,0.9956
V000105,B_ParkingCutIn,route3|ParkingCutIn_4,3.1296,0.7398,0.4434,0.3643,30.701,30.8743,I5,0.9888
V000106,C_VehicleTurning,route3|VehicleTurningRoute_1,5.031,5.0147,0.0062,0.0063,23.433,24.486,I5,0.9158
V000107,C_VehicleTurning,route3|VehicleTurningRoute_1,3.9251,2.6205,0.0,0.0,20.5882,21.1222,I5,0.9501
V000108,C_VehicleTurning,route3|VehicleTurningRoute_1,2.5265,3.5545,0.3771,0.3427,14.7481,15.3878,I5,0.9186
