state_id,scenario_group,unique_instance_id,route_id,frame,scenario_progress,dominant_actor_id,dominant_token_idx,dominant_actor_type,dominant_belongs_to_target_scenario,D1,D2,D1_D2_ratio,quartile
V000039,C_VehicleTurning,route10|VehicleTurningRoute_1,route10,14548,0.7465,4087,1,1,1,11.0153,0.04573,220.306,Q3_late-mid
V000040,C_VehicleTurning,route10|VehicleTurningRoute_1,route10,14636,0.9014,4087,1,1,1,11.48863,0.08087,142.072,Q4_late
V000041,C_VehicleTurning,route10|VehicleTurningRoute_2,route10,18436,0.0586,4894,6,1,0,8.72557,0.27961,31.206,Q1_early
V000042,C_VehicleTurning,route10|VehicleTurningRoute_2,route10,18832,0.2815,4917,6,1,0,1.51265,0.05203,29.071,Q2_early-mid
V000043,C_VehicleTurning,route10|VehicleTurningRoute_2,route10,19640,0.7365,4794,9,1,1,10.90848,0.8897,12.261,Q3_late-mid
V000044,C_VehicleTurning,route10|VehicleTurningRoute_2,route10,19884,0.8739,4794,7,1,1,11.69982,0.87703,13.34,Q4_late
V000045,A_HardBreak,route14|HardBreakRoute_1,route14,238,0.0581,3706,3,1,0,8.11619,0.27925,29.064,Q1_early
V000046,A_HardBreak,route14|HardBreakRoute_1,route14,438,0.2519,3706,8,1,0,5.69034,0.38875,14.638,Q2_early-mid
V000047,A_HardBreak,route14|HardBreakRoute_1,route14,794,0.5969,3706,16,1,0,4.16589,0.8048,5.176,Q3_late-mid
V000048,A_HardBreak,route14|HardBreakRoute_1,route14,1078,0.8721,3706,15,1,0,6.56457,0.12157,53.997,Q4_late
V000049,A_HardBreak,route14|HardBreakRoute_2,route14,1378,0.0736,3709,7,2,0,7.2151,0.34192,21.102,Q1_early
V000050,A_HardBreak,route14|HardBreakRoute_2,route14,1650,0.301,3783,7,2,0,7.39919,0.19794,37.382,Q2_early-mid
V000051,A_HardBreak,route14|HardBreakRoute_2,route14,2022,0.612,3858,4,1,0,7.81549,0.56879,13.74,Q3_late-mid
V000052,A_HardBreak,route14|HardBreakRoute_2,route14,2230,0.786,3858,4,1,0,6.42626,0.49697,12.931,Q4_late
V000053,A_HardBreak,route14|HardBreakRoute_6,route14,25786,0.1806,5341,18,1,0,5.24933,0.38948,13.478,Q1_early
V000054,A_HardBreak,route14|HardBreakRoute_6,route14,26090,0.4348,5176,22,6,0,5.90182,1.07036,5.514,Q2_early-mid
V000055,A_HardBreak,route14|HardBreakRoute_6,route14,26266,0.5819,5432,14,1,0,8.394,0.23071,36.384,Q3_late-mid
V000056,A_HardBreak,route14|HardBreakRoute_6,route14,26566,0.8328,5432,22,1,0,5.91713,0.48817,12.121,Q4_late
V000057,D_PedestrianCrossing,route14|PedestrianCrossing_1,route14,6430,0.2188,4124,3,1,0,1.03553,0.18648,5.553,Q1_early
V000058,D_PedestrianCrossing,route14|PedestrianCrossing_1,route14,6526,0.5938,4134,3,1,0,1.37622,0.77624,1.773,Q3_late-mid
V000059,D_PedestrianCrossing,route14|PedestrianCrossing_1,route14,6566,0.75,4134,4,1,0,0.84031,0.04817,16.806,Q4_late
V000060,D_PedestrianCrossing,route14|PedestrianCrossing_2,route14,11514,0.2295,4668,5,1,0,1.09425,0.31223,3.505,Q1_early
V000061,D_PedestrianCrossing,route14|PedestrianCrossing_2,route14,11578,0.4918,4419,14,2,1,1.24802,0.62048,2.011,Q2_early-mid
V000062,D_PedestrianCrossing,route14|PedestrianCrossing_2,route14,11606,0.6066,4680,3,1,0,4.98626,0.567,8.794,Q3_late-mid
V000063,D_PedestrianCrossing,route14|PedestrianCrossing_2,route14,11642,0.7541,4680,3,1,0,2.55396,0.12956,19.713,Q4_late
V000064,D_PedestrianCrossing,route14|PedestrianCrossing_3,route14,14118,0.0833,4561,9,2,1,0.38046,0.07412,5.133,Q1_early
V000065,D_PedestrianCrossing,route14|PedestrianCrossing_3,route14,14178,0.5,4563,13,2,1,0.39049,0.11712,3.334,Q3_late-mid
V000066,D_PedestrianCrossing,route14|PedestrianCrossing_3,route14,14210,0.7222,4807,3,1,0,0.65967,0.25635,2.573,Q3_late-mid
V000067,D_PedestrianCrossing,route14|PedestrianCrossing_4,route14,20370,0.2041,5141,1,1,0,0.86936,0.27219,3.194,Q1_early
V000068,D_PedestrianCrossing,route14|PedestrianCrossing_4,route14,20426,0.4898,4874,6,2,1,0.68821,0.35583,1.934,Q2_early-mid
V000069,D_PedestrianCrossing,route14|PedestrianCrossing_4,route14,20466,0.6939,5158,1,1,0,0.92315,0.38624,2.39,Q3_late-mid
V000070,D_PedestrianCrossing,route14|PedestrianCrossing_4,route14,20502,0.8776,5164,1,1,0,1.02027,0.46728,2.183,Q4_late
V000071,C_VehicleTurning,route14|VehicleTurningRoute_1,route14,5090,0.0777,4038,4,1,0,6.68214,0.44166,15.13,Q1_early
V000072,C_VehicleTurning,route14|VehicleTurningRoute_1,route14,5350,0.288,4038,4,1,0,4.81293,0.38002,12.665,Q2_early-mid
V000073,C_VehicleTurning,route14|VehicleTurningRoute_1,route14,5894,0.7282,4038,4,1,0,6.72746,0.59152,11.373,Q3_late-mid
V000074,C_VehicleTurning,route14|VehicleTurningRoute_1,route14,6150,0.9353,3885,2,1,1,11.4875,0.0411,229.75,Q4_late
V000075,C_VehicleTurning,route14|VehicleTurningRoute_2,route14,12046,0.227,4701,6,1,0,0.69004,0.44415,1.554,Q1_early
V000076,C_VehicleTurning,route14|VehicleTurningRoute_2,route14,12206,0.4724,4270,1,1,1,9.86781,1.15343,8.555,Q2_early-mid
V000077,C_VehicleTurning,route14|VehicleTurningRoute_2,route14,12374,0.7301,4270,1,1,1,11.26105,2.03555,5.532,Q3_late-mid
V000078,C_VehicleTurning,route14|VehicleTurningRoute_2,route14,12390,0.7546,4270,1,1,1,10.87036,1.38235,7.864,Q4_late
V000079,C_VehicleTurning,route14|VehicleTurningRoute_3,route14,17298,0.0993,4977,11,1,0,6.66703,0.19551,34.101,Q1_early
V000080,C_VehicleTurning,route14|VehicleTurningRoute_3,route14,17854,0.4062,4977,15,1,0,4.75551,0.76546,6.213,Q2_early-mid
V000081,C_VehicleTurning,route14|VehicleTurningRoute_3,route14,18474,0.7483,4643,1,1,1,10.78301,0.05221,206.546,Q3_late-mid
V000082,C_VehicleTurning,route14|VehicleTurningRoute_3,route14,18930,1.0,4643,1,1,1,11.5267,0.24303,47.429,Q4_late
V000083,C_VehicleTurning,route14|VehicleTurningRoute_4,route14,29094,0.2396,5655,9,1,0,5.84667,0.41481,14.095,Q1_early
V000084,C_VehicleTurning,route14|VehicleTurningRoute_4,route14,29294,0.5,5592,7,1,1,8.05942,0.23154,34.807,Q3_late-mid
V000085,C_VehicleTurning,route14|VehicleTurningRoute_4,route14,29482,0.7448,5592,8,1,1,10.20253,0.50561,20.179,Q3_late-mid
V000086,C_VehicleTurning,route14|VehicleTurningRoute_4,route14,29598,0.8958,5592,9,1,1,10.56523,0.37111,28.47,Q4_late
V000087,C_VehicleTurning,route14|VehicleTurningRoute_5,route14,30054,0.0121,5604,8,2,0,6.3182,0.14691,43.007,Q1_early
V000088,C_VehicleTurning,route14|VehicleTurningRoute_5,route14,35382,0.9567,5608,7,1,1,11.3441,0.91469,12.402,Q4_late
V000089,A_HardBreak,route3|HardBreakRoute_1,route3,1385,0.4816,4012,3,1,0,5.25037,0.19348,27.136,Q2_early-mid
V000090,A_HardBreak,route3|HardBreakRoute_1,route3,1413,0.505,4012,3,1,0,4.68382,0.40522,11.559,Q3_late-mid
V000091,A_HardBreak,route3|HardBreakRoute_1,route3,1981,0.9799,4012,2,1,0,9.39027,0.09512,98.724,Q4_late
V000092,A_HardBreak,route3|HardBreakRoute_10,route3,253,0.0618,3719,3,1,0,7.49423,0.143,52.406,Q1_early
V000093,A_HardBreak,route3|HardBreakRoute_10,route3,449,0.251,3719,6,1,0,5.17776,0.64307,8.052,Q2_early-mid
V000094,A_HardBreak,route3|HardBreakRoute_10,route3,757,0.5483,3719,6,1,0,5.93217,0.78342,7.572,Q3_late-mid
V000095,A_HardBreak,route3|HardBreakRoute_4,route3,3797,0.0201,4149,9,1,0,11.29139,0.16523,68.338,Q1_early
V000096,A_HardBreak,route3|HardBreakRoute_5,route3,7013,0.2107,4118,5,2,0,9.24908,0.42302,21.864,Q1_early
V000097,A_HardBreak,route3|HardBreakRoute_5,route3,7061,0.2508,4118,5,2,0,7.81274,1.57561,4.959,Q2_early-mid
V000098,A_HardBreak,route3|HardBreakRoute_7,route3,5257,0.1839,4237,8,1,0,5.84953,0.00236,116.991,Q1_early
V000099,A_HardBreak,route3|HardBreakRoute_7,route3,5369,0.2776,4237,6,1,0,6.57534,0.32735,20.086,Q2_early-mid
V000100,A_HardBreak,route3|HardBreakRoute_7,route3,5677,0.5351,4045,4,2,0,8.44853,0.05406,156.279,Q3_late-mid
V000101,A_HardBreak,route3|HardBreakRoute_7,route3,6229,0.9967,4349,2,1,0,9.3151,0.63656,14.634,Q4_late
V000102,A_HardBreak,route3|HardBreakRoute_8,route3,4973,0.8161,4237,8,1,0,6.39232,0.09582,66.71,Q4_late
V000103,B_ParkingCutIn,route3|ParkingCutIn_3,route3,8513,0.1228,4404,10,1,0,7.8479,1.09367,7.176,Q1_early
V000104,B_ParkingCutIn,route3|ParkingCutIn_3,route3,15613,0.9878,4098,2,6,0,7.148,1.55358,4.601,Q4_late
V000105,B_ParkingCutIn,route3|ParkingCutIn_4,route3,10561,0.9552,4069,1,1,1,10.85444,0.16947,64.048,Q4_late
V000106,C_VehicleTurning,route3|VehicleTurningRoute_1,route3,6405,0.1786,4349,1,1,0,8.28482,0.16723,49.541,Q1_early
V000107,C_VehicleTurning,route3|VehicleTurningRoute_1,route3,6529,0.3631,4349,1,1,0,7.27903,0.43832,16.606,Q2_early-mid
V000108,C_VehicleTurning,route3|VehicleTurningRoute_1,route3,6645,0.5357,4349,1,1,0,5.21425,0.75026,6.95,Q3_late-mid
