state_id,scenario_group,unique_instance_id,route_id,frame,scenario_progress,num_dynamic_actors,dominant_actor_id,dominant_token_idx,D1,D2,D1_D2_ratio,pass_D1,pass_ratio,single_dominant
F000015,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21328,0.0482,36,4017,1,5.85609,0.27477,21.312,1,1,1
F000016,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21332,0.0514,36,4017,1,5.49237,0.61716,8.899,1,1,1
F000017,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21336,0.0547,36,4017,1,5.40935,0.88162,6.136,1,1,1
F000018,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21340,0.0579,36,4017,1,2.16905,1.06839,2.03,1,1,1
F000019,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21344,0.0611,37,4968,15,2.04232,1.33887,1.525,1,1,1
F000020,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21348,0.0643,37,4968,15,3.06427,0.54686,5.603,1,1,1
F000021,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21352,0.0675,36,4017,1,3.19534,2.0817,1.535,1,1,1
F000022,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21356,0.0707,36,4017,1,3.0861,1.75914,1.754,1,1,1
F000023,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21360,0.074,35,4968,14,1.69684,1.02222,1.66,1,1,1
F000024,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21364,0.0772,35,4968,14,1.74842,1.06363,1.644,1,1,1
F000025,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21368,0.0804,35,4968,14,0.94778,0.93335,1.015,1,0,0
F000026,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21372,0.0836,35,4017,1,8.79287,0.18101,48.576,1,1,1
F000027,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21376,0.0868,36,4017,1,8.77975,0.21936,40.024,1,1,1
F000028,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21380,0.09,36,4017,1,4.77968,1.53497,3.114,1,1,1
F000029,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21384,0.0932,36,4017,1,0.23783,0.06294,3.779,1,1,1
F000030,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21388,0.0965,36,4017,1,0.07165,0.04803,1.433,0,0,0
F000031,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21392,0.0997,37,4017,1,1.41421,0.81323,1.739,1,1,1
F000032,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21396,0.1029,37,4968,16,3.25163,2.30995,1.408,1,0,0
F000033,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21400,0.1061,38,4017,1,4.363,1.67944,2.598,1,1,1
F000034,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21404,0.1093,37,4017,1,2.06171,0.40544,5.085,1,1,1
F000035,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21408,0.1125,37,4017,1,3.07151,0.40222,7.636,1,1,1
F000036,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21412,0.1158,37,4017,1,1.97555,0.10569,18.692,1,1,1
F000037,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21416,0.119,36,4017,1,1.34241,0.21664,6.197,1,1,1
F000038,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21420,0.1222,36,4017,1,0.68623,0.28108,2.441,1,1,1
F000039,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21424,0.1254,36,4017,1,0.80063,0.34756,2.304,1,1,1
F000040,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21428,0.1286,32,4017,1,2.61123,0.89377,2.922,1,1,1
F000041,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21432,0.1318,28,4017,1,0.23478,0.11022,2.13,1,1,1
F000042,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21436,0.135,26,4017,1,0.41211,0.30805,1.338,1,0,0
F000043,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21504,0.1897,26,4974,11,0.7085,0.33872,2.092,1,1,1
F000044,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21508,0.1929,28,3986,22,0.09941,0.05414,1.836,0,1,0
F000045,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21512,0.1961,28,3986,22,0.07958,0.06437,1.236,0,0,0
F000046,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21516,0.1994,26,4968,15,0.05844,0.0432,1.169,0,0,0
F000047,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21520,0.2026,26,3986,20,0.06221,0.05674,1.097,0,0,0
F000048,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21524,0.2058,27,4968,16,0.10166,0.088,1.155,0,0,0
F000049,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21528,0.209,29,3986,22,0.12412,0.07664,1.619,0,1,0
F000050,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21532,0.2122,31,4968,17,0.11485,0.10869,1.057,0,0,0
F000051,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21536,0.2154,23,3986,12,0.05039,0.04128,1.008,0,0,0
F000052,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21540,0.2186,28,3700,2,0.10389,0.07272,1.429,0,0,0
F000053,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21544,0.2219,28,3700,2,0.12758,0.05821,2.192,0,1,0
F000054,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21548,0.2251,27,3700,2,0.12817,0.09375,1.367,0,0,0
F000055,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21552,0.2283,27,4971,8,0.12699,0.10842,1.171,0,0,0
F000056,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21556,0.2315,27,4971,8,0.12407,0.12339,1.005,0,0,0
F000057,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21560,0.2347,27,3700,2,0.19179,0.12071,1.589,0,1,0
F000058,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21564,0.2379,27,3700,2,0.42133,0.15894,2.651,1,1,1
F000059,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21568,0.2412,27,3700,2,0.70618,0.1776,3.976,1,1,1
F000060,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21572,0.2444,27,3700,2,1.27216,0.35978,3.536,1,1,1
F000061,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21576,0.2476,27,3700,2,1.98246,0.6137,3.23,1,1,1
F000062,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21580,0.2508,28,3700,2,2.61095,0.87406,2.987,1,1,1
F000063,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21584,0.254,28,3700,2,2.31027,1.16031,1.991,1,1,1
F000064,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21588,0.2572,28,3700,2,2.26601,0.99067,2.287,1,1,1
F000065,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21592,0.2605,29,3700,2,2.07992,1.30705,1.591,1,1,1
F000066,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21596,0.2637,29,3700,2,2.57157,1.88726,1.363,1,0,0
F000067,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21600,0.2669,29,3700,2,2.81503,2.29757,1.225,1,0,0
F000068,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21604,0.2701,29,3700,2,3.14359,2.817,1.116,1,0,0
F000069,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21608,0.2733,30,3700,2,4.08657,2.59338,1.576,1,1,1
F000070,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21612,0.2765,30,3700,2,3.81331,2.55821,1.491,1,0,0
F000071,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21616,0.2797,31,4986,5,3.87301,3.31154,1.17,1,0,0
F000072,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21620,0.283,31,4985,6,4.87637,4.74144,1.028,1,0,0
F000073,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21624,0.2862,31,4985,6,5.77283,4.38789,1.316,1,0,0
F000074,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21628,0.2894,31,4985,6,6.15429,4.28226,1.437,1,0,0
F000075,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21632,0.2926,30,4985,6,5.07933,3.10308,1.637,1,1,1
F000076,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21636,0.2958,31,4985,6,5.06709,3.1123,1.628,1,1,1
F000077,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21640,0.299,32,4985,6,3.32431,2.37443,1.4,1,0,0
F000078,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21644,0.3023,32,4986,5,4.60432,2.07125,2.223,1,1,1
F000079,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21648,0.3055,32,4986,5,5.53137,0.98843,5.596,1,1,1
F000080,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21652,0.3087,32,4986,5,3.22929,0.51467,6.274,1,1,1
F000081,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21656,0.3119,34,4986,5,1.03068,0.22316,4.619,1,1,1
F000082,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21660,0.3151,34,3701,1,8.10763,1.88907,4.292,1,1,1
F000083,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21664,0.3183,35,3701,1,9.25356,2.07601,4.457,1,1,1
F000084,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21668,0.3215,34,3701,1,11.078,0.70703,15.668,1,1,1
F000085,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21672,0.3248,34,3701,1,11.36656,0.32089,35.422,1,1,1
F000086,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21676,0.328,34,3701,1,10.92261,0.2977,36.69,1,1,1
F000087,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21680,0.3312,34,3701,1,10.14834,0.20964,48.409,1,1,1
F000088,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21684,0.3344,34,3701,1,9.19603,0.63378,14.51,1,1,1
F000089,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21688,0.3376,34,3701,1,8.62765,0.76726,11.245,1,1,1
F000090,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21692,0.3408,34,3701,1,7.66068,0.45224,16.94,1,1,1
F000091,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21696,0.3441,35,3701,1,6.87926,0.40228,17.101,1,1,1
F000092,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21700,0.3473,35,3701,1,6.00187,0.55072,10.898,1,1,1
F000093,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21704,0.3505,36,3701,1,5.15855,0.44552,11.579,1,1,1
F000094,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21708,0.3537,36,3701,1,4.637,0.25258,18.358,1,1,1
F000095,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21712,0.3569,36,3701,1,4.59529,0.2128,21.594,1,1,1
F000096,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21716,0.3601,36,3701,1,3.5127,0.61183,5.741,1,1,1
F000097,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21720,0.3633,36,3701,1,3.61416,0.90758,3.982,1,1,1
F000098,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21724,0.3666,36,3701,1,4.22717,1.39146,3.038,1,1,1
F000099,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21728,0.3698,37,3701,1,4.78819,1.59085,3.01,1,1,1
F000100,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21732,0.373,37,3701,1,5.65479,1.67338,3.379,1,1,1
F000101,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21736,0.3762,37,3701,1,5.30328,2.16799,2.446,1,1,1
F000102,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21740,0.3794,37,3701,1,4.93174,2.43822,2.023,1,1,1
F000103,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21744,0.3826,37,3701,1,4.69629,3.01199,1.559,1,1,1
F000104,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21748,0.3859,36,3701,1,4.46574,3.38066,1.321,1,0,0
F000105,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21752,0.3891,37,3701,1,4.61096,3.79655,1.215,1,0,0
F000106,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21756,0.3923,36,3701,1,4.93325,2.50825,1.967,1,1,1
F000107,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21760,0.3955,35,3701,1,4.52796,2.71576,1.667,1,1,1
F000108,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21764,0.3987,35,3701,1,4.15146,3.20494,1.295,1,0,0
F000109,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21768,0.4019,35,4972,7,3.71844,3.23498,1.149,1,0,0
F000110,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21772,0.4051,35,4972,7,3.08654,2.69769,1.144,1,0,0
F000111,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21776,0.4084,35,3701,1,2.68176,2.40565,1.115,1,0,0
F000112,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21780,0.4116,35,3701,1,2.89048,1.6176,1.787,1,1,1
F000113,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21784,0.4148,35,3701,1,2.21413,2.00895,1.102,1,0,0
F000114,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21788,0.418,35,3701,1,2.34254,1.18143,1.983,1,1,1
F000115,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21792,0.4212,35,3701,1,2.74398,1.49222,1.839,1,1,1
F000116,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21796,0.4244,35,3701,1,3.25902,0.98026,3.325,1,1,1
F000117,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21800,0.4277,35,3701,1,3.25205,1.78167,1.825,1,1,1
F000118,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21804,0.4309,35,3701,1,3.63695,1.58551,2.294,1,1,1
F000119,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21808,0.4341,34,3701,1,4.1745,0.87244,4.785,1,1,1
F000120,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21812,0.4373,34,3701,1,4.42891,1.47906,2.994,1,1,1
F000121,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21816,0.4405,34,3701,1,4.14305,1.04148,3.978,1,1,1
F000122,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21820,0.4437,34,3701,1,4.0499,1.8694,2.166,1,1,1
F000123,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21824,0.4469,35,3701,1,3.1026,1.07228,2.893,1,1,1
F000124,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21828,0.4502,35,3701,1,3.08358,2.27225,1.357,1,0,0
F000125,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21832,0.4534,35,3701,1,3.1211,1.95061,1.6,1,1,1
F000126,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21836,0.4566,35,3701,1,2.57495,1.9266,1.337,1,0,0
F000127,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21840,0.4598,35,3701,1,2.59252,0.87093,2.977,1,1,1
F000128,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21844,0.463,35,3701,1,2.67187,0.91372,2.924,1,1,1
F000129,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21848,0.4662,35,3701,1,2.34412,1.94602,1.205,1,0,0
F000130,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21852,0.4695,35,3701,1,2.36829,1.92448,1.231,1,0,0
F000131,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21856,0.4727,35,3701,1,2.56933,1.91011,1.345,1,0,0
F000132,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21860,0.4759,35,3701,1,2.37802,1.87394,1.269,1,0,0
F000133,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21864,0.4791,35,3701,1,2.28477,1.6655,1.372,1,0,0
F000134,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21868,0.4823,35,3701,1,2.13345,1.05886,2.015,1,1,1
F000135,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21872,0.4855,35,3701,1,2.58908,0.90282,2.868,1,1,1
F000136,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21876,0.4887,35,3701,1,1.84613,1.20663,1.53,1,1,1
F000137,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21880,0.492,35,3701,1,2.06099,1.0078,2.045,1,1,1
F000138,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21884,0.4952,35,3701,1,2.07405,1.49935,1.383,1,0,0
F000139,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21888,0.4984,35,3701,1,2.38885,1.75925,1.358,1,0,0
F000140,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21892,0.5016,34,3701,1,2.55554,1.89736,1.347,1,0,0
F000141,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21896,0.5048,34,3701,1,2.99271,0.85908,3.484,1,1,1
F000142,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21900,0.508,34,3701,1,3.22559,1.34475,2.399,1,1,1
F000143,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21904,0.5113,35,3701,1,3.37452,1.72716,1.954,1,1,1
F000144,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21908,0.5145,35,3701,1,3.74678,0.78665,4.763,1,1,1
F000145,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21912,0.5177,34,3701,1,3.64599,1.18669,3.072,1,1,1
F000146,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21916,0.5209,34,3701,1,3.83992,0.75355,5.096,1,1,1
F000147,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21920,0.5241,33,3701,1,3.71491,0.81691,4.547,1,1,1
F000148,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21924,0.5273,33,3701,1,3.33318,0.83064,4.013,1,1,1
F000149,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21928,0.5305,33,3701,1,2.88622,0.89884,3.211,1,1,1
F000150,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21932,0.5338,33,3701,1,2.96523,0.81045,3.659,1,1,1
F000151,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21936,0.537,34,3701,1,3.09772,0.77971,3.973,1,1,1
F000152,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21940,0.5402,34,3701,1,2.93662,0.85697,3.427,1,1,1
F000153,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21944,0.5434,34,3701,1,2.92222,0.84997,3.438,1,1,1
F000154,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21948,0.5466,34,3701,1,2.5105,0.86948,2.887,1,1,1
F000155,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21952,0.5498,34,3701,1,2.68579,0.81713,3.287,1,1,1
F000156,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21956,0.5531,34,3701,1,2.64271,0.8196,3.224,1,1,1
F000157,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21960,0.5563,34,3701,1,2.58952,0.84272,3.073,1,1,1
F000158,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21964,0.5595,34,3701,1,2.41985,0.97678,2.477,1,1,1
F000159,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21968,0.5627,34,3701,1,2.59295,0.93938,2.76,1,1,1
F000160,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21972,0.5659,34,3701,1,2.69341,0.86909,3.099,1,1,1
F000161,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21976,0.5691,34,3701,1,2.66398,0.81944,3.251,1,1,1
F000162,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21980,0.5723,34,3701,1,2.57875,0.78022,3.305,1,1,1
F000163,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21984,0.5756,34,3701,1,2.42218,0.90333,2.681,1,1,1
F000164,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21988,0.5788,34,3701,1,2.69918,0.81261,3.322,1,1,1
F000165,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21992,0.582,34,3701,1,2.82397,0.76732,3.68,1,1,1
F000166,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,21996,0.5852,34,3701,1,3.09927,0.71131,4.357,1,1,1
F000167,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22000,0.5884,34,3701,1,2.98269,0.8594,3.471,1,1,1
F000168,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22004,0.5916,34,3701,1,3.2601,0.83006,3.928,1,1,1
F000169,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22008,0.5949,34,3701,1,3.56264,0.75911,4.693,1,1,1
F000170,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22012,0.5981,34,3701,1,3.74984,0.74978,5.001,1,1,1
F000171,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22016,0.6013,34,3701,1,3.94443,0.69053,5.712,1,1,1
F000172,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22020,0.6045,33,3701,1,3.65021,0.81659,4.47,1,1,1
F000173,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22024,0.6077,33,3701,1,3.77776,0.75408,5.01,1,1,1
F000174,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22028,0.6109,33,3701,1,3.74628,0.70481,5.315,1,1,1
F000175,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22032,0.6141,33,3701,1,3.62265,0.67041,5.404,1,1,1
F000176,B_ParkingCutIn,route10|ParkingCutIn_3,route10|ParkingCutIn_3,22036,0.6174,33,3701,1,3.29174,0.80735,4.077,1,1,1
