state_id,scenario_group,unique_instance_id,dominant_actor_type,dominant_belongs_to_target_scenario,signature_path,signature_norm,W0_max
V000021,B_ParkingCutIn,route10|ParkingCutIn_4,1,1,gate6/signatures/V000021.npz,26.3035,5.5481
V000022,B_ParkingCutIn,route10|ParkingCutIn_5,1,0,gate6/signatures/V000022.npz,15.7811,9.4351
V000023,B_ParkingCutIn,route10|ParkingCutIn_5,1,1,gate6/signatures/V000023.npz,12.6517,13.037
V000024,B_ParkingCutIn,route10|ParkingCutIn_5,1,1,gate6/signatures/V000024.npz,12.1997,11.8563
V000025,D_PedestrianCrossing,route10|PedestrianCrossing_3,1,0,gate6/signatures/V000025.npz,3.766,8.3187
V000026,D_PedestrianCrossing,route10|PedestrianCrossing_3,2,1,gate6/signatures/V000026.npz,13.8906,4.7988
V000027,D_PedestrianCrossing,route10|PedestrianCrossing_3,1,0,gate6/signatures/V000027.npz,7.8137,7.226
V000028,D_PedestrianCrossing,route10|PedestrianCrossing_3,1,0,gate6/signatures/V000028.npz,17.5529,11.9278
V000029,D_PedestrianCrossing,route10|PedestrianCrossing_4,1,0,gate6/signatures/V000029.npz,4.1515,9.5459
V000030,D_PedestrianCrossing,route10|PedestrianCrossing_4,2,1,gate6/signatures/V000030.npz,9.4805,4.4006
V000031,D_PedestrianCrossing,route10|PedestrianCrossing_4,2,1,gate6/signatures/V000031.npz,18.4179,5.9257
V000032,D_PedestrianCrossing,route10|PedestrianCrossing_4,2,1,gate6/signatures/V000032.npz,16.1839,12.6748
V000033,D_PedestrianCrossing,route10|PedestrianCrossing_5,1,0,gate6/signatures/V000033.npz,4.4343,8.9918
V000034,D_PedestrianCrossing,route10|PedestrianCrossing_5,1,0,gate6/signatures/V000034.npz,3.0168,8.1465
V000035,D_PedestrianCrossing,route10|PedestrianCrossing_5,2,1,gate6/signatures/V000035.npz,8.4035,7.2414
V000036,D_PedestrianCrossing,route10|PedestrianCrossing_5,1,0,gate6/signatures/V000036.npz,10.3449,9.0497
V000037,C_VehicleTurning,route10|VehicleTurningRoute_1,1,0,gate6/signatures/V000037.npz,2.5115,17.0197
V000038,C_VehicleTurning,route10|VehicleTurningRoute_1,1,1,gate6/signatures/V000038.npz,30.3361,2.8136
V000039,C_VehicleTurning,route10|VehicleTurningRoute_1,1,1,gate6/signatures/V000039.npz,31.4258,2.0321
V000040,C_VehicleTurning,route10|VehicleTurningRoute_1,1,1,gate6/signatures/V000040.npz,32.9436,1.7859
V000041,C_VehicleTurning,route10|VehicleTurningRoute_2,1,0,gate6/signatures/V000041.npz,25.3646,2.8609
V000042,C_VehicleTurning,route10|VehicleTurningRoute_2,1,0,gate6/signatures/V000042.npz,4.2888,0.1175
V000043,C_VehicleTurning,route10|VehicleTurningRoute_2,1,1,gate6/signatures/V000043.npz,43.4442,1.6973
V000044,C_VehicleTurning,route10|VehicleTurningRoute_2,1,1,gate6/signatures/V000044.npz,46.649,0.6842
V000045,A_HardBreak,route14|HardBreakRoute_1,1,0,gate6/signatures/V000045.npz,22.9782,0.1247
V000046,A_HardBreak,route14|HardBreakRoute_1,1,0,gate6/signatures/V000046.npz,16.8431,3.1122
V000047,A_HardBreak,route14|HardBreakRoute_1,1,0,gate6/signatures/V000047.npz,12.2218,0.059
V000048,A_HardBreak,route14|HardBreakRoute_1,1,0,gate6/signatures/V000048.npz,19.6741,5.2902
V000049,A_HardBreak,route14|HardBreakRoute_2,2,0,gate6/signatures/V000049.npz,22.6424,7.9157
V000050,A_HardBreak,route14|HardBreakRoute_2,2,0,gate6/signatures/V000050.npz,21.6081,6.0763
V000051,A_HardBreak,route14|HardBreakRoute_2,1,0,gate6/signatures/V000051.npz,22.9032,3.6012
V000052,A_HardBreak,route14|HardBreakRoute_2,1,0,gate6/signatures/V000052.npz,19.2321,3.5065
V000053,A_HardBreak,route14|HardBreakRoute_6,1,0,gate6/signatures/V000053.npz,15.9006,11.6131
V000054,A_HardBreak,route14|HardBreakRoute_6,6,0,gate6/signatures/V000054.npz,16.7725,8.6171
V000055,A_HardBreak,route14|HardBreakRoute_6,1,0,gate6/signatures/V000055.npz,24.3295,2.2126
V000056,A_HardBreak,route14|HardBreakRoute_6,1,0,gate6/signatures/V000056.npz,17.21,10.046
V000057,D_PedestrianCrossing,route14|PedestrianCrossing_1,1,0,gate6/signatures/V000057.npz,4.0506,5.7321
V000058,D_PedestrianCrossing,route14|PedestrianCrossing_1,1,0,gate6/signatures/V000058.npz,4.651,6.6069
V000059,D_PedestrianCrossing,route14|PedestrianCrossing_1,1,0,gate6/signatures/V000059.npz,4.8258,14.3663
V000060,D_PedestrianCrossing,route14|PedestrianCrossing_2,1,0,gate6/signatures/V000060.npz,3.9233,7.097
V000061,D_PedestrianCrossing,route14|PedestrianCrossing_2,2,1,gate6/signatures/V000061.npz,6.0139,5.3128
V000062,D_PedestrianCrossing,route14|PedestrianCrossing_2,1,0,gate6/signatures/V000062.npz,15.2971,5.9312
V000063,D_PedestrianCrossing,route14|PedestrianCrossing_2,1,0,gate6/signatures/V000063.npz,9.6686,12.0066
V000064,D_PedestrianCrossing,route14|PedestrianCrossing_3,2,1,gate6/signatures/V000064.npz,1.3291,15.5994
V000065,D_PedestrianCrossing,route14|PedestrianCrossing_3,2,1,gate6/signatures/V000065.npz,2.1146,5.0483
V000066,D_PedestrianCrossing,route14|PedestrianCrossing_3,1,0,gate6/signatures/V000066.npz,2.2532,11.5898
V000067,D_PedestrianCrossing,route14|PedestrianCrossing_4,1,0,gate6/signatures/V000067.npz,2.7527,7.7917
V000068,D_PedestrianCrossing,route14|PedestrianCrossing_4,2,1,gate6/signatures/V000068.npz,2.6729,3.6388
V000069,D_PedestrianCrossing,route14|PedestrianCrossing_4,1,0,gate6/signatures/V000069.npz,3.7462,3.5515
V000070,D_PedestrianCrossing,route14|PedestrianCrossing_4,1,0,gate6/signatures/V000070.npz,4.1127,2.0953
V000071,C_VehicleTurning,route14|VehicleTurningRoute_1,1,0,gate6/signatures/V000071.npz,19.8346,4.7622
V000072,C_VehicleTurning,route14|VehicleTurningRoute_1,1,0,gate6/signatures/V000072.npz,14.1435,0.806
V000073,C_VehicleTurning,route14|VehicleTurningRoute_1,1,0,gate6/signatures/V000073.npz,20.1629,5.6148
V000074,C_VehicleTurning,route14|VehicleTurningRoute_1,1,1,gate6/signatures/V000074.npz,32.7215,0.764
V000075,C_VehicleTurning,route14|VehicleTurningRoute_2,1,0,gate6/signatures/V000075.npz,2.0439,15.2219
V000076,C_VehicleTurning,route14|VehicleTurningRoute_2,1,1,gate6/signatures/V000076.npz,38.1884,2.6673
V000077,C_VehicleTurning,route14|VehicleTurningRoute_2,1,1,gate6/signatures/V000077.npz,40.6711,0.7937
V000078,C_VehicleTurning,route14|VehicleTurningRoute_2,1,1,gate6/signatures/V000078.npz,37.1706,1.2156
V000079,C_VehicleTurning,route14|VehicleTurningRoute_3,1,0,gate6/signatures/V000079.npz,19.7082,2.3616
V000080,C_VehicleTurning,route14|VehicleTurningRoute_3,1,0,gate6/signatures/V000080.npz,14.1098,0.6315
V000081,C_VehicleTurning,route14|VehicleTurningRoute_3,1,1,gate6/signatures/V000081.npz,30.5831,1.4545
V000082,C_VehicleTurning,route14|VehicleTurningRoute_3,1,1,gate6/signatures/V000082.npz,32.643,1.0376
V000083,C_VehicleTurning,route14|VehicleTurningRoute_4,1,0,gate6/signatures/V000083.npz,17.4365,2.7594
V000084,C_VehicleTurning,route14|VehicleTurningRoute_4,1,1,gate6/signatures/V000084.npz,23.282,5.3057
V000085,C_VehicleTurning,route14|VehicleTurningRoute_4,1,1,gate6/signatures/V000085.npz,37.0056,2.0801
V000086,C_VehicleTurning,route14|VehicleTurningRoute_4,1,1,gate6/signatures/V000086.npz,41.5178,1.6694
V000087,C_VehicleTurning,route14|VehicleTurningRoute_5,2,0,gate6/signatures/V000087.npz,19.4525,7.5351
V000088,C_VehicleTurning,route14|VehicleTurningRoute_5,1,1,gate6/signatures/V000088.npz,39.4808,0.8694
V000089,A_HardBreak,route3|HardBreakRoute_1,1,0,gate6/signatures/V000089.npz,15.8488,4.9632
V000090,A_HardBreak,route3|HardBreakRoute_1,1,0,gate6/signatures/V000090.npz,14.1604,2.9967
V000091,A_HardBreak,route3|HardBreakRoute_1,1,0,gate6/signatures/V000091.npz,27.4675,5.3768
V000092,A_HardBreak,route3|HardBreakRoute_10,1,0,gate6/signatures/V000092.npz,21.2229,0.2898
V000093,A_HardBreak,route3|HardBreakRoute_10,1,0,gate6/signatures/V000093.npz,15.2178,2.7313
V000094,A_HardBreak,route3|HardBreakRoute_10,1,0,gate6/signatures/V000094.npz,17.8954,5.9966
V000095,A_HardBreak,route3|HardBreakRoute_4,1,0,gate6/signatures/V000095.npz,32.5867,3.662
V000096,A_HardBreak,route3|HardBreakRoute_5,2,0,gate6/signatures/V000096.npz,26.1898,3.781
V000097,A_HardBreak,route3|HardBreakRoute_5,2,0,gate6/signatures/V000097.npz,24.1173,2.8394
V000098,A_HardBreak,route3|HardBreakRoute_7,1,0,gate6/signatures/V000098.npz,16.7693,0.0253
V000099,A_HardBreak,route3|HardBreakRoute_7,1,0,gate6/signatures/V000099.npz,21.1194,9.6289
V000100,A_HardBreak,route3|HardBreakRoute_7,2,0,gate6/signatures/V000100.npz,25.2212,4.9529
V000101,A_HardBreak,route3|HardBreakRoute_7,1,0,gate6/signatures/V000101.npz,29.7323,5.0456
V000102,A_HardBreak,route3|HardBreakRoute_8,1,0,gate6/signatures/V000102.npz,20.6528,10.3901
V000103,B_ParkingCutIn,route3|ParkingCutIn_3,1,0,gate6/signatures/V000103.npz,22.9271,3.9884
V000104,B_ParkingCutIn,route3|ParkingCutIn_3,6,0,gate6/signatures/V000104.npz,20.2617,6.3597
V000105,B_ParkingCutIn,route3|ParkingCutIn_4,1,1,gate6/signatures/V000105.npz,30.8743,1.4081
V000106,C_VehicleTurning,route3|VehicleTurningRoute_1,1,0,gate6/signatures/V000106.npz,24.486,2.568
V000107,C_VehicleTurning,route3|VehicleTurningRoute_1,1,0,gate6/signatures/V000107.npz,21.1222,0.9734
V000108,C_VehicleTurning,route3|VehicleTurningRoute_1,1,0,gate6/signatures/V000108.npz,15.3878,9.1331
