route,config_name,scenario_group,frame,scenario_progress,num_dynamic_actors,dominant_actor_id,dominant_token_idx,D1,D2,D1_D2_ratio,pass_D1,pass_ratio,single_dominant,snapshot_path
route14,HardBreakRoute_1,HardBreakRoute,326,-1,19,3706,4,5.4289,0.72564,7.482,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000326.npz
route14,HardBreakRoute_1,HardBreakRoute,330,-1,19,3706,4,5.7633,1.33954,4.302,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000330.npz
route14,HardBreakRoute_1,HardBreakRoute,334,-1,20,3706,4,5.178,1.45181,3.567,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000334.npz
route14,HardBreakRoute_1,HardBreakRoute,338,-1,20,3706,4,4.66499,0.83171,5.609,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000338.npz
route14,HardBreakRoute_1,HardBreakRoute,342,-1,20,3706,4,4.18654,0.5429,7.711,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000342.npz
route14,HardBreakRoute_1,HardBreakRoute,346,-1,20,3706,4,4.12748,0.20055,20.581,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000346.npz
route14,HardBreakRoute_1,HardBreakRoute,350,-1,20,3706,4,4.6225,0.1676,27.581,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000350.npz
route14,HardBreakRoute_1,HardBreakRoute,354,-1,19,3706,5,4.99655,0.28522,17.518,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000354.npz
route14,HardBreakRoute_1,HardBreakRoute,358,-1,18,3706,4,4.77551,0.57264,8.34,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000358.npz
route14,HardBreakRoute_1,HardBreakRoute,362,-1,18,3706,4,4.07978,0.95083,4.291,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000362.npz
route14,HardBreakRoute_1,HardBreakRoute,366,-1,18,3706,4,3.77008,1.40725,2.679,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000366.npz
route14,HardBreakRoute_1,HardBreakRoute,370,-1,19,3706,5,3.97765,1.60355,2.481,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000370.npz
route14,HardBreakRoute_1,HardBreakRoute,374,-1,19,3706,6,4.67395,1.54005,3.035,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000374.npz
route14,HardBreakRoute_1,HardBreakRoute,378,-1,17,3706,6,4.40949,2.14619,2.055,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000378.npz
route14,HardBreakRoute_1,HardBreakRoute,382,-1,18,3706,7,4.14505,0.80148,5.172,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000382.npz
route14,HardBreakRoute_1,HardBreakRoute,386,-1,18,3706,7,4.14031,1.60207,2.584,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000386.npz
route14,HardBreakRoute_1,HardBreakRoute,390,-1,17,3706,7,4.59803,3.81621,1.205,1,0,0,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000390.npz
route14,HardBreakRoute_1,HardBreakRoute,394,-1,17,3706,7,4.91252,4.33083,1.134,1,0,0,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000394.npz
route14,HardBreakRoute_1,HardBreakRoute,398,-1,17,3706,7,4.4227,4.02895,1.098,1,0,0,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000398.npz
route14,HardBreakRoute_1,HardBreakRoute,402,-1,17,3706,7,3.93374,3.406,1.155,1,0,0,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000402.npz
route14,HardBreakRoute_1,HardBreakRoute,406,-1,18,3706,7,4.42799,1.6728,2.647,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000406.npz
route14,HardBreakRoute_1,HardBreakRoute,410,-1,20,3706,9,4.62591,1.56933,2.948,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000410.npz
route14,HardBreakRoute_1,HardBreakRoute,414,-1,20,3706,9,5.49016,0.4008,13.698,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000414.npz
route14,HardBreakRoute_1,HardBreakRoute,418,-1,20,3706,9,5.66514,0.3559,15.918,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000418.npz
route14,HardBreakRoute_1,HardBreakRoute,422,-1,20,3706,9,5.78457,0.29199,19.811,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000422.npz
route14,HardBreakRoute_1,HardBreakRoute,426,-1,20,3706,9,5.80936,0.3136,18.525,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000426.npz
route14,HardBreakRoute_1,HardBreakRoute,430,-1,19,3706,8,5.76909,0.31972,18.044,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000430.npz
route14,HardBreakRoute_1,HardBreakRoute,434,-1,19,3706,8,5.76051,0.30617,18.815,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000434.npz
route14,HardBreakRoute_1,HardBreakRoute,438,-1,20,3706,8,5.69034,0.38875,14.638,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000438.npz
route14,HardBreakRoute_1,HardBreakRoute,442,-1,20,3706,8,5.55497,0.38578,14.399,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000442.npz
route14,HardBreakRoute_1,HardBreakRoute,446,-1,21,3706,8,5.48448,0.43899,12.493,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000446.npz
route14,HardBreakRoute_1,HardBreakRoute,450,-1,21,3706,8,5.37919,0.50039,10.75,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000450.npz
route14,HardBreakRoute_1,HardBreakRoute,454,-1,22,3706,9,5.39107,0.43734,12.327,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000454.npz
route14,HardBreakRoute_1,HardBreakRoute,458,-1,22,3706,9,5.52178,0.43959,12.561,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000458.npz
route14,HardBreakRoute_1,HardBreakRoute,462,-1,22,3706,9,5.44143,0.43792,12.426,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000462.npz
route14,HardBreakRoute_1,HardBreakRoute,466,-1,22,3706,9,5.30185,0.49594,10.691,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000466.npz
route14,HardBreakRoute_1,HardBreakRoute,470,-1,22,3706,9,5.00812,0.56213,8.909,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000470.npz
route14,HardBreakRoute_1,HardBreakRoute,474,-1,22,3706,9,4.49352,0.7012,6.408,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000474.npz
route14,HardBreakRoute_1,HardBreakRoute,478,-1,23,3706,10,4.35487,0.76915,5.662,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000478.npz
route14,HardBreakRoute_1,HardBreakRoute,482,-1,23,3706,10,3.41291,0.91025,3.749,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000482.npz
route14,HardBreakRoute_1,HardBreakRoute,486,-1,23,3706,10,3.50814,0.86386,4.061,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000486.npz
route14,HardBreakRoute_1,HardBreakRoute,490,-1,23,3706,10,3.70392,0.81171,4.563,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000490.npz
route14,HardBreakRoute_1,HardBreakRoute,494,-1,23,3706,10,3.8833,0.76248,5.093,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000494.npz
route14,HardBreakRoute_1,HardBreakRoute,498,-1,23,3706,10,4.26585,0.72026,5.923,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000498.npz
route14,HardBreakRoute_1,HardBreakRoute,502,-1,23,3706,10,3.95765,0.74201,5.334,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000502.npz
route14,HardBreakRoute_1,HardBreakRoute,506,-1,22,3706,10,4.36394,0.70451,6.194,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000506.npz
route14,HardBreakRoute_1,HardBreakRoute,510,-1,22,3706,10,4.57555,0.64881,7.052,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000510.npz
route14,HardBreakRoute_1,HardBreakRoute,514,-1,23,3706,11,4.72642,0.52156,9.062,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000514.npz
route14,HardBreakRoute_1,HardBreakRoute,518,-1,23,3706,11,4.61494,0.53239,8.668,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000518.npz
route14,HardBreakRoute_1,HardBreakRoute,522,-1,23,3706,11,4.49194,0.58805,7.639,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000522.npz
route14,HardBreakRoute_1,HardBreakRoute,526,-1,23,3706,11,4.60076,0.51761,8.889,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000526.npz
route14,HardBreakRoute_1,HardBreakRoute,530,-1,22,3706,10,4.28799,0.67664,6.337,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000530.npz
route14,HardBreakRoute_1,HardBreakRoute,534,-1,22,3706,10,4.88348,0.63408,7.702,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000534.npz
route14,HardBreakRoute_1,HardBreakRoute,538,-1,23,3706,11,5.08322,0.59828,8.496,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000538.npz
route14,HardBreakRoute_1,HardBreakRoute,542,-1,24,3706,12,4.97889,0.53655,9.279,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000542.npz
route14,HardBreakRoute_1,HardBreakRoute,546,-1,24,3706,12,4.6863,0.70895,6.61,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000546.npz
route14,HardBreakRoute_1,HardBreakRoute,550,-1,24,3706,12,4.83447,0.6837,7.071,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000550.npz
route14,HardBreakRoute_1,HardBreakRoute,554,-1,24,3706,12,4.88204,0.65683,7.433,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000554.npz
route14,HardBreakRoute_1,HardBreakRoute,558,-1,24,3706,12,4.85346,0.7005,6.929,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000558.npz
route14,HardBreakRoute_1,HardBreakRoute,562,-1,24,3706,12,4.87506,0.69426,7.022,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000562.npz
route14,HardBreakRoute_1,HardBreakRoute,566,-1,24,3706,12,5.27009,0.54241,9.716,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000566.npz
route14,HardBreakRoute_1,HardBreakRoute,570,-1,24,3706,12,5.27924,0.56687,9.313,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000570.npz
route14,HardBreakRoute_1,HardBreakRoute,574,-1,24,3706,12,5.16471,0.606,8.523,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000574.npz
route14,HardBreakRoute_1,HardBreakRoute,578,-1,24,3706,12,4.82964,0.85601,5.642,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000578.npz
route14,HardBreakRoute_1,HardBreakRoute,582,-1,25,3706,13,4.42651,0.92341,4.794,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000582.npz
route14,HardBreakRoute_1,HardBreakRoute,586,-1,25,3706,13,4.58861,0.89398,5.133,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000586.npz
route14,HardBreakRoute_1,HardBreakRoute,590,-1,25,3706,13,4.73423,0.84819,5.582,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000590.npz
route14,HardBreakRoute_1,HardBreakRoute,594,-1,25,3706,13,4.57574,0.84676,5.404,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000594.npz
route14,HardBreakRoute_1,HardBreakRoute,598,-1,25,3706,13,4.07953,0.85852,4.752,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000598.npz
route14,HardBreakRoute_1,HardBreakRoute,602,-1,25,3706,13,4.25795,0.84756,5.024,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000602.npz
route14,HardBreakRoute_1,HardBreakRoute,606,-1,25,3706,13,4.02505,0.85089,4.73,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000606.npz
route14,HardBreakRoute_1,HardBreakRoute,610,-1,25,3706,13,3.98512,0.82924,4.806,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000610.npz
route14,HardBreakRoute_1,HardBreakRoute,614,-1,25,3706,13,3.7107,0.79239,4.683,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000614.npz
route14,HardBreakRoute_1,HardBreakRoute,618,-1,25,3706,13,3.71975,0.77666,4.789,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000618.npz
route14,HardBreakRoute_1,HardBreakRoute,622,-1,25,3706,13,3.74906,0.75987,4.934,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000622.npz
route14,HardBreakRoute_1,HardBreakRoute,626,-1,25,3706,13,3.85009,0.74856,5.143,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000626.npz
route14,HardBreakRoute_1,HardBreakRoute,630,-1,25,3706,13,3.71971,0.73504,5.061,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000630.npz
route14,HardBreakRoute_1,HardBreakRoute,634,-1,25,3706,13,3.74022,0.75036,4.985,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000634.npz
route14,HardBreakRoute_1,HardBreakRoute,638,-1,25,3706,13,3.77475,0.76243,4.951,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000638.npz
route14,HardBreakRoute_1,HardBreakRoute,642,-1,25,3706,13,3.77904,0.76853,4.917,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000642.npz
route14,HardBreakRoute_1,HardBreakRoute,646,-1,26,3706,14,3.95726,0.80315,4.927,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000646.npz
route14,HardBreakRoute_1,HardBreakRoute,650,-1,26,3706,14,4.14822,0.79664,5.207,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000650.npz
route14,HardBreakRoute_1,HardBreakRoute,654,-1,26,3706,14,4.18303,0.79967,5.231,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000654.npz
route14,HardBreakRoute_1,HardBreakRoute,658,-1,26,3706,14,4.14109,0.79643,5.2,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000658.npz
route14,HardBreakRoute_1,HardBreakRoute,662,-1,26,3706,14,4.12053,0.79771,5.165,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000662.npz
route14,HardBreakRoute_1,HardBreakRoute,666,-1,26,3706,14,4.02562,0.79987,5.033,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000666.npz
route14,HardBreakRoute_1,HardBreakRoute,670,-1,26,3706,14,3.8436,0.80121,4.797,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000670.npz
route14,HardBreakRoute_1,HardBreakRoute,674,-1,26,3706,14,3.84416,0.79779,4.819,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000674.npz
route14,HardBreakRoute_1,HardBreakRoute,678,-1,26,3706,14,3.80553,0.78772,4.831,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000678.npz
route14,HardBreakRoute_1,HardBreakRoute,682,-1,26,3706,14,3.77103,0.77832,4.845,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000682.npz
route14,HardBreakRoute_1,HardBreakRoute,686,-1,26,3706,14,3.80375,0.77353,4.917,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000686.npz
route14,HardBreakRoute_1,HardBreakRoute,690,-1,27,3706,15,3.90326,0.74707,5.225,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000690.npz
route14,HardBreakRoute_1,HardBreakRoute,694,-1,26,3706,14,4.09305,0.77052,5.312,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000694.npz
route14,HardBreakRoute_1,HardBreakRoute,698,-1,26,3706,14,4.01588,0.75591,5.313,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000698.npz
route14,HardBreakRoute_1,HardBreakRoute,702,-1,26,3706,14,3.73546,0.72917,5.123,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000702.npz
route14,HardBreakRoute_1,HardBreakRoute,706,-1,26,3706,14,3.79586,0.73563,5.16,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000706.npz
route14,HardBreakRoute_1,HardBreakRoute,710,-1,26,3706,14,3.88363,0.75252,5.161,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000710.npz
route14,HardBreakRoute_1,HardBreakRoute,714,-1,26,3706,14,3.99395,0.76825,5.199,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000714.npz
route14,HardBreakRoute_1,HardBreakRoute,718,-1,27,3706,15,4.00195,0.7594,5.27,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000718.npz
route14,HardBreakRoute_1,HardBreakRoute,722,-1,27,3706,15,4.07017,0.74081,5.494,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000722.npz
route14,HardBreakRoute_1,HardBreakRoute,726,-1,27,3706,15,3.90585,0.75129,5.199,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000726.npz
route14,HardBreakRoute_1,HardBreakRoute,730,-1,27,3706,15,3.81595,0.74976,5.09,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000730.npz
route14,HardBreakRoute_1,HardBreakRoute,734,-1,27,3706,15,3.86717,0.7554,5.119,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000734.npz
route14,HardBreakRoute_1,HardBreakRoute,738,-1,27,3706,15,3.71598,0.73728,5.04,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000738.npz
route14,HardBreakRoute_1,HardBreakRoute,742,-1,27,3706,15,3.7145,0.72914,5.094,1,1,1,outputs/gate6/snapshots/exact_town12_route14_route0_09_04_15_52_40/f000742.npz
