unique_instance_id,scenario_group,scenario_type,town,route_id,scenario_xml_name,trigger_x,trigger_y,trigger_yaw,source_file,notes
Town13|0|VehicleTurningRoute|4531.4|981.6|111.6,C_VehicleTurning,VehicleTurningRoute,Town13,0,VehicleTurningRoute_3,4531.4,981.6,111.6,routes_validation_00.xml,
Town13|0|HardBreakRoute|2949.3|1053.6|178.0,A_HardBreak,HardBreakRoute,Town13,0,HardBreakRoute_8,2949.3,1053.6,178.0,routes_validation_00.xml,
Town13|0|ParkingCutIn|6879.2|4557.5|0.1,B_ParkingCutIn,ParkingCutIn,Town13,0,ParkingCutIn_2,6879.2,4557.5,0.1,routes_validation_00.xml,
Town13|0|HardBreakRoute|6859.0|4254.8|-178.8,A_HardBreak,HardBreakRoute,Town13,0,HardBreakRoute_1,6859.0,4254.8,-178.8,routes_validation_00.xml,
Town13|0|HardBreakRoute|7040.5|2848.5|259.5,A_HardBreak,HardBreakRoute,Town13,0,HardBreakRoute_2,7040.5,2848.5,259.5,routes_validation_00.xml,
Town13|0|ParkingCutIn|3471.8|701.4|0.1,B_ParkingCutIn,ParkingCutIn,Town13,0,ParkingCutIn_7,3471.8,701.4,0.1,routes_validation_00.xml,
Town13|0|ParkingCutIn|2976.9|378.7|89.4,B_ParkingCutIn,ParkingCutIn,Town13,0,ParkingCutIn_9,2976.9,378.7,89.4,routes_validation_00.xml,
Town13|0|HardBreakRoute|7009.5|2726.5|251.9,A_HardBreak,HardBreakRoute,Town13,0,HardBreakRoute_3,7009.5,2726.5,251.9,routes_validation_00.xml,
Town13|0|HardBreakRoute|5540.1|1550.7|216.5,A_HardBreak,HardBreakRoute,Town13,0,HardBreakRoute_5,5540.1,1550.7,216.5,routes_validation_00.xml,
Town13|0|HardBreakRoute|4481.1|1025.9|195.3,A_HardBreak,HardBreakRoute,Town13,0,HardBreakRoute_7,4481.1,1025.9,195.3,routes_validation_00.xml,
Town13|1|VehicleTurningRoute|7036.4|4782.6|270.9,C_VehicleTurning,VehicleTurningRoute,Town13,1,VehicleTurningRoute_1,7036.4,4782.6,270.9,routes_validation_01.xml,
Town13|1|VehicleTurningRoute|6772.5|4880.5|90.5,C_VehicleTurning,VehicleTurningRoute,Town13,1,VehicleTurningRoute_2,6772.5,4880.5,90.5,routes_validation_01.xml,
Town13|1|VehicleTurningRoute|7048.6|4036.0|-89.1,C_VehicleTurning,VehicleTurningRoute,Town13,1,VehicleTurningRoute_3,7048.6,4036.0,-89.1,routes_validation_01.xml,
Town13|1|VehicleTurningRoute|5782.5|4811.7|270.9,C_VehicleTurning,VehicleTurningRoute,Town13,1,VehicleTurningRoute_5,5782.5,4811.7,270.9,routes_validation_01.xml,
Town13|1|VehicleTurningRoute|6505.5|4605.9|270.9,C_VehicleTurning,VehicleTurningRoute,Town13,1,VehicleTurningRoute_6,6505.5,4605.9,270.9,routes_validation_01.xml,
Town13|1|HardBreakRoute|6313.9|5110.0|90.9,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_9,6313.9,5110.0,90.9,routes_validation_01.xml,
Town13|1|HardBreakRoute|6818.1|4359.8|0.0,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_10,6818.1,4359.8,0.0,routes_validation_01.xml,
Town13|1|PedestrianCrossing|7030.4|5150.8|270.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_1,7030.4,5150.8,270.9,routes_validation_01.xml,
Town13|1|PedestrianCrossing|7032.9|4996.3|270.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_2,7032.9,4996.3,270.9,routes_validation_01.xml,
Town13|1|ParkingCutIn|6773.7|4745.7|90.5,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_3,6773.7,4745.7,90.5,routes_validation_01.xml,
Town13|1|ParkingCutIn|6773.1|4815.8|90.5,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_4,6773.1,4815.8,90.5,routes_validation_01.xml,
Town13|1|PedestrianCrossing|6777.8|4617.0|-89.5,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_3,6777.77,4616.99,-89.51,routes_validation_01.xml,
Town13|1|ParkingCutIn|6880.3|3973.2|179.7,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_7,6880.3,3973.2,179.7,routes_validation_01.xml,
Town13|1|PedestrianCrossing|6698.2|3974.2|179.7,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_4,6698.25,3974.15,179.71,routes_validation_01.xml,
Town13|1|ParkingCutIn|6620.3|3995.5|90.5,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_8,6620.3,3995.5,90.5,routes_validation_01.xml,
Town13|1|PedestrianCrossing|5787.2|4292.5|90.8,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_5,5787.21,4292.51,90.85,routes_validation_01.xml,
Town13|1|ParkingCutIn|6086.7|4382.7|90.6,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_9,6086.7,4382.7,90.6,routes_validation_01.xml,
Town13|1|PedestrianCrossing|5776.8|4989.7|90.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_8,5776.8,4989.7,90.9,routes_validation_01.xml,
Town13|1|ParkingCutIn|5593.2|5066.1|0.7,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_11,5593.2,5066.1,0.7,routes_validation_01.xml,
Town13|1|ParkingCutIn|5763.6|4759.3|180.4,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_13,5763.6,4759.3,180.4,routes_validation_01.xml,
Town13|1|PedestrianCrossing|6320.3|4699.9|90.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_10,6320.31,4699.91,90.90,routes_validation_01.xml,
Town13|1|PedestrianCrossing|6315.5|5004.8|90.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_11,6315.52,5004.84,90.90,routes_validation_01.xml,
Town13|1|ParkingCutIn|6331.6|5223.3|0.2,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_14,6331.6,5223.3,0.2,routes_validation_01.xml,
Town13|1|PedestrianCrossing|6497.4|5130.4|270.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_12,6497.39,5130.45,270.88,routes_validation_01.xml,
Town13|1|ParkingCutIn|6498.5|5056.1|270.9,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_15,6498.5,5056.1,270.9,routes_validation_01.xml,
Town13|1|PedestrianCrossing|6502.0|4833.2|270.9,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_13,6501.97,4833.18,270.88,routes_validation_01.xml,
Town13|1|ParkingCutIn|6778.5|4536.2|-89.5,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_6,6778.5,4536.2,-89.5,routes_validation_01.xml,
Town13|1|VehicleTurningRoute|5857.6|4128.2|179.4,C_VehicleTurning,VehicleTurningRoute,Town13,1,VehicleTurningRoute_4,5857.6,4128.2,179.4,routes_validation_01.xml,
Town13|1|PedestrianCrossing|5829.0|4506.8|180.1,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_6,5829.00,4506.80,180.06,routes_validation_01.xml,
Town13|1|ParkingCutIn|5783.0|4574.7|90.9,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_10,5783.0,4574.7,90.9,routes_validation_01.xml,
Town13|1|PedestrianCrossing|5781.1|4701.3|90.8,D_PedestrianCrossing,PedestrianCrossing,Town13,1,PedestrianCrossing_7,5781.12,4701.33,90.85,routes_validation_01.xml,
Town13|1|ParkingCutIn|5779.0|5044.5|270.9,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_12,5779.0,5044.5,270.9,routes_validation_01.xml,
Town13|1|ParkingCutIn|6770.9|5424.9|-89.5,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_1,6770.9,5424.9,-89.5,routes_validation_01.xml,
Town13|1|ParkingCutIn|6886.0|5225.3|0.2,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_2,6886.0,5225.3,0.2,routes_validation_01.xml,
Town13|1|ParkingCutIn|6905.3|4931.5|-0.1,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_5,6905.3,4931.5,-0.1,routes_validation_01.xml,
Town13|1|HardBreakRoute|7026.8|4974.2|90.9,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_2,7026.8,4974.2,90.9,routes_validation_01.xml,
Town13|1|HardBreakRoute|6874.1|5077.2|180.6,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_3,6874.1,5077.2,180.6,routes_validation_01.xml,
Town13|1|HardBreakRoute|6971.6|3972.8|179.7,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_6,6971.6,3972.8,179.7,routes_validation_01.xml,
Town13|1|HardBreakRoute|6226.1|4510.2|0.1,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_8,6226.1,4510.2,0.1,routes_validation_01.xml,
Town13|1|ParkingCutIn|6638.1|4557.2|0.1,B_ParkingCutIn,ParkingCutIn,Town13,1,ParkingCutIn_16,6638.1,4557.2,0.1,routes_validation_01.xml,
Town13|1|HardBreakRoute|7045.6|4222.2|-89.1,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_5,7045.6,4222.2,-89.1,routes_validation_01.xml,
Town13|1|HardBreakRoute|7034.3|4910.9|270.9,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_1,7034.3,4910.9,270.9,routes_validation_01.xml,
Town13|1|HardBreakRoute|6824.5|4260.6|1.2,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_4,6824.5,4260.6,1.2,routes_validation_01.xml,
Town13|1|HardBreakRoute|6027.2|4126.6|179.4,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_7,6027.2,4126.6,179.4,routes_validation_01.xml,
Town13|1|HardBreakRoute|5971.9|4359.1|0.0,A_HardBreak,HardBreakRoute,Town13,1,HardBreakRoute_11,5971.9,4359.1,0.0,routes_validation_01.xml,
Town13|2|PedestrianCrossing|2584.8|2285.4|0.5,D_PedestrianCrossing,PedestrianCrossing,Town13,2,PedestrianCrossing_1,2584.8,2285.4,0.5,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|2729.5|3677.0|1.0,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_1,2729.5,3677.0,1.0,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|2640.6|4482.5|270.3,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_5,2640.6,4482.5,270.3,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|2991.2|5579.8|-17.2,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_6,2991.2,5579.8,-17.2,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|3193.9|5267.2|181.3,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_8,3193.9,5267.2,181.3,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|2834.5|5637.7|152.3,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_9,2834.5,5637.7,152.3,routes_validation_02.xml,
Town13|2|ParkingCutIn|2539.7|2285.0|0.5,B_ParkingCutIn,ParkingCutIn,Town13,2,ParkingCutIn_1,2539.7,2285.0,0.5,routes_validation_02.xml,
Town13|2|HardBreakRoute|2639.2|3143.2|91.1,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_3,2639.21,3143.18,91.13,routes_validation_02.xml,
Town13|2|HardBreakRoute|3265.3|3322.0|199.6,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_5,3265.3,3322.0,199.6,routes_validation_02.xml,
Town13|2|HardBreakRoute|3476.2|4272.2|125.1,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_6,3476.2,4272.2,125.1,routes_validation_02.xml,
Town13|2|HardBreakRoute|3347.4|4304.9|207.0,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_7,3347.4,4304.9,207.0,routes_validation_02.xml,
Town13|2|HardBreakRoute|2964.9|4441.6|180.7,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_8,2964.9,4441.6,180.7,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|2895.4|3917.5|126.7,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_2,2895.4,3917.5,126.7,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|3064.6|4025.0|91.2,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_3,3064.6,4025.0,91.2,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|3111.0|4279.8|181.3,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_4,3111.0,4279.8,181.3,routes_validation_02.xml,
Town13|2|VehicleTurningRoute|3208.6|5415.7|-6.1,C_VehicleTurning,VehicleTurningRoute,Town13,2,VehicleTurningRoute_7,3208.6,5415.7,-6.1,routes_validation_02.xml,
Town13|2|HardBreakRoute|2859.3|2300.9|90.2,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_1,2859.3,2300.9,90.2,routes_validation_02.xml,
Town13|2|HardBreakRoute|3420.9|3207.2|126.7,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_4,3420.9,3207.2,126.7,routes_validation_02.xml,
Town13|2|HardBreakRoute|2796.1|4591.0|181.4,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_9,2796.1,4591.0,181.4,routes_validation_02.xml,
Town13|2|HardBreakRoute|2209.4|4840.9|125.4,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_12,2209.4,4840.9,125.4,routes_validation_02.xml,
Town13|2|HardBreakRoute|2677.5|5732.8|-25.1,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_13,2677.5,5732.8,-25.1,routes_validation_02.xml,
Town13|2|HardBreakRoute|2983.4|2852.9|160.4,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_2,2983.4,2852.9,160.4,routes_validation_02.xml,
Town13|2|HardBreakRoute|2640.2|4569.2|270.3,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_10,2640.2,4569.2,270.3,routes_validation_02.xml,
Town13|2|HardBreakRoute|2618.1|4437.1|180.7,A_HardBreak,HardBreakRoute,Town13,2,HardBreakRoute_11,2618.1,4437.1,180.7,routes_validation_02.xml,
Town13|3|PedestrianCrossing|2092.5|962.7|-4.7,D_PedestrianCrossing,PedestrianCrossing,Town13,3,PedestrianCrossing_1,2092.51,962.68,-4.70,routes_validation_03.xml,
Town13|3|ParkingCutIn|2233.5|947.5|90.5,B_ParkingCutIn,ParkingCutIn,Town13,3,ParkingCutIn_1,2233.5,947.5,90.5,routes_validation_03.xml,
Town13|3|HardBreakRoute|1258.1|1734.3|91.0,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_5,1258.1,1734.3,91.0,routes_validation_03.xml,
Town13|3|HardBreakRoute|2226.4|3947.4|63.6,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_8,2226.4,3947.4,63.6,routes_validation_03.xml,
Town13|3|HardBreakRoute|2360.2|4291.7|75.4,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_9,2360.2,4291.7,75.4,routes_validation_03.xml,
Town13|3|HardBreakRoute|1500.3|6448.4|-174.1,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_13,1500.3,6448.4,-174.1,routes_validation_03.xml,
Town13|3|VehicleTurningRoute|1984.5|1094.2|-1.2,C_VehicleTurning,VehicleTurningRoute,Town13,3,VehicleTurningRoute_1,1984.5,1094.2,-1.2,routes_validation_03.xml,
Town13|3|HardBreakRoute|941.8|1130.1|-1.4,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_1,941.8,1130.1,-1.4,routes_validation_03.xml,
Town13|3|HardBreakRoute|1804.8|1100.1|-2.3,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_3,1804.8,1100.1,-2.3,routes_validation_03.xml,
Town13|3|HardBreakRoute|2162.1|952.0|-12.7,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_4,2162.1,952.0,-12.7,routes_validation_03.xml,
Town13|3|HardBreakRoute|1994.9|3551.7|54.0,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_6,1994.9,3551.7,54.0,routes_validation_03.xml,
Town13|3|HardBreakRoute|2372.1|6008.3|91.8,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_11,2372.1,6008.3,91.8,routes_validation_03.xml,
Town13|3|HardBreakRoute|1490.7|1112.4|357.8,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_2,1490.7,1112.4,357.8,routes_validation_03.xml,
Town13|3|HardBreakRoute|2064.9|3665.7|56.8,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_7,2064.9,3665.7,56.8,routes_validation_03.xml,
Town13|3|HardBreakRoute|2411.5|4882.5|91.8,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_10,2411.5,4882.5,91.8,routes_validation_03.xml,
Town13|3|HardBreakRoute|2302.1|6353.0|132.3,A_HardBreak,HardBreakRoute,Town13,3,HardBreakRoute_12,2302.1,6353.0,132.3,routes_validation_03.xml,
Town13|4|VehicleTurningRoute|-3593.0|5895.3|-179.4,C_VehicleTurning,VehicleTurningRoute,Town13,4,VehicleTurningRoute_1,-3593.0,5895.3,-179.4,routes_validation_04.xml,
Town13|4|VehicleTurningRoute|-1783.0|5334.7|62.5,C_VehicleTurning,VehicleTurningRoute,Town13,4,VehicleTurningRoute_2,-1783.0,5334.7,62.5,routes_validation_04.xml,
Town13|4|HardBreakRoute|-3709.2|5594.9|270.8,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_3,-3709.2,5594.9,270.8,routes_validation_04.xml,
Town13|4|HardBreakRoute|-3706.7|5422.2|270.8,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_4,-3706.7,5422.2,270.8,routes_validation_04.xml,
Town13|4|HardBreakRoute|-3660.8|4799.8|-7.5,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_6,-3660.8,4799.8,-7.5,routes_validation_04.xml,
Town13|4|HardBreakRoute|-2790.9|4657.6|-9.4,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_7,-2790.9,4657.6,-9.4,routes_validation_04.xml,
Town13|4|HardBreakRoute|1300.7|6010.9|180.6,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_1,1300.7,6010.9,180.6,routes_validation_04.xml,
Town13|4|HardBreakRoute|-3701.3|5054.4|270.8,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_5,-3701.3,5054.4,270.8,routes_validation_04.xml,
Town13|4|HardBreakRoute|443.9|4833.6|150.3,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_2,443.9,4833.6,150.3,routes_validation_04.xml,
Town13|4|HardBreakRoute|-1308.7|4566.2|226.3,A_HardBreak,HardBreakRoute,Town13,4,HardBreakRoute_8,-1308.74,4566.17,226.34,routes_validation_04.xml,
Town13|5|VehicleTurningRoute|-2315.9|-717.2|-90.2,C_VehicleTurning,VehicleTurningRoute,Town13,5,VehicleTurningRoute_2,-2315.9,-717.2,-90.2,routes_validation_05.xml,
Town13|5|HardBreakRoute|-2152.0|-561.8|270.1,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_1,-2152.0,-561.8,270.1,routes_validation_05.xml,
Town13|5|HardBreakRoute|-3450.7|-2858.3|-0.0,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_5,-3450.69,-2858.31,-0.02,routes_validation_05.xml,
Town13|5|HardBreakRoute|-146.6|-1485.5|-56.8,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_7,-146.6,-1485.5,-56.8,routes_validation_05.xml,
Town13|5|VehicleTurningRoute|-2004.5|-680.0|179.7,C_VehicleTurning,VehicleTurningRoute,Town13,5,VehicleTurningRoute_1,-2004.5,-680.0,179.7,routes_validation_05.xml,
Town13|5|HardBreakRoute|-4271.1|-1430.2|275.6,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_2,-4271.1,-1430.2,275.6,routes_validation_05.xml,
Town13|5|HardBreakRoute|-3872.5|-2091.1|292.7,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_3,-3872.5,-2091.1,292.7,routes_validation_05.xml,
Town13|5|HardBreakRoute|-3821.9|-2514.3|270.3,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_4,-3821.9,-2514.3,270.3,routes_validation_05.xml,
Town13|5|HardBreakRoute|-2138.9|-2607.9|27.8,A_HardBreak,HardBreakRoute,Town13,5,HardBreakRoute_6,-2138.9,-2607.9,27.8,routes_validation_05.xml,
Town13|6|VehicleTurningRoute|-1453.1|-111.6|269.2,C_VehicleTurning,VehicleTurningRoute,Town13,6,VehicleTurningRoute_1,-1453.1,-111.6,269.2,routes_validation_06.xml,
Town13|6|VehicleTurningRoute|-457.7|863.3|32.2,C_VehicleTurning,VehicleTurningRoute,Town13,6,VehicleTurningRoute_3,-457.7,863.3,32.2,routes_validation_06.xml,
Town13|6|VehicleTurningRoute|-1031.2|2272.4|-107.3,C_VehicleTurning,VehicleTurningRoute,Town13,6,VehicleTurningRoute_4,-1031.2,2272.4,-107.3,routes_validation_06.xml,
Town13|6|HardBreakRoute|-1452.3|-31.1|270.3,A_HardBreak,HardBreakRoute,Town13,6,HardBreakRoute_1,-1452.3,-31.1,270.3,routes_validation_06.xml,
Town13|6|HardBreakRoute|-1649.4|0.6|95.0,A_HardBreak,HardBreakRoute,Town13,6,HardBreakRoute_2,-1649.4,0.6,95.0,routes_validation_06.xml,
Town13|6|HardBreakRoute|-1673.2|1947.1|185.3,A_HardBreak,HardBreakRoute,Town13,6,HardBreakRoute_3,-1673.2,1947.1,185.3,routes_validation_06.xml,
Town13|6|VehicleTurningRoute|-1227.1|908.0|90.1,C_VehicleTurning,VehicleTurningRoute,Town13,6,VehicleTurningRoute_2,-1227.1,908.0,90.1,routes_validation_06.xml,
Town13|6|HardBreakRoute|-1146.2|2086.4|55.8,A_HardBreak,HardBreakRoute,Town13,6,HardBreakRoute_4,-1146.2,2086.4,55.8,routes_validation_06.xml,
Town13|6|HardBreakRoute|-1469.0|2643.0|106.4,A_HardBreak,HardBreakRoute,Town13,6,HardBreakRoute_5,-1469.0,2643.0,106.4,routes_validation_06.xml,
Town13|7|VehicleTurningRoute|-3321.4|4159.8|0.3,C_VehicleTurning,VehicleTurningRoute,Town13,7,VehicleTurningRoute_1,-3321.4,4159.8,0.3,routes_validation_07.xml,
Town13|7|VehicleTurningRoute|-3541.3|3673.7|270.7,C_VehicleTurning,VehicleTurningRoute,Town13,7,VehicleTurningRoute_2,-3541.3,3673.7,270.7,routes_validation_07.xml,
Town13|7|VehicleTurningRoute|-4736.9|26.9|76.7,C_VehicleTurning,VehicleTurningRoute,Town13,7,VehicleTurningRoute_3,-4736.9,26.9,76.7,routes_validation_07.xml,
Town13|7|HardBreakRoute|-3933.2|3635.7|90.7,A_HardBreak,HardBreakRoute,Town13,7,HardBreakRoute_1,-3933.2,3635.7,90.7,routes_validation_07.xml,
Town13|7|HardBreakRoute|-3733.9|4155.0|180.3,A_HardBreak,HardBreakRoute,Town13,7,HardBreakRoute_2,-3733.9,4155.0,180.3,routes_validation_07.xml,
Town13|7|HardBreakRoute|-3834.1|4332.7|0.5,A_HardBreak,HardBreakRoute,Town13,7,HardBreakRoute_3,-3834.1,4332.7,0.5,routes_validation_07.xml,
