state_id,scenario_group,unique_instance_id,replay_noise_rms,rms_I1,rms_I2,rms_I3,rms_I4,rms_I5,active_I1,active_I2,active_I3,active_I4,active_I5,below_noise_I1,below_noise_I2,below_noise_I3,below_noise_I4,below_noise_I5
V000023,B_ParkingCutIn,route10|ParkingCutIn_5,0.0,0.9281,1.0024,0.2587,0.2869,2.8264,1,1,1,1,1,0,0,0,0,0
V000024,B_ParkingCutIn,route10|ParkingCutIn_5,0.0,0.6793,0.8819,0.0821,0.1319,2.8353,1,1,1,1,1,0,0,0,0,0
V000025,D_PedestrianCrossing,route10|PedestrianCrossing_3,0.0,0.0624,0.0859,0.1926,0.2809,0.8713,1,1,1,1,1,0,0,0,0,0
V000026,D_PedestrianCrossing,route10|PedestrianCrossing_3,0.0,1.882,0.3312,0.0756,0.0737,2.8977,1,1,1,1,1,0,0,0,0,0
V000027,D_PedestrianCrossing,route10|PedestrianCrossing_3,0.0,0.3878,0.3724,0.7022,0.8182,1.5376,1,1,1,1,1,0,0,0,0,0
V000028,D_PedestrianCrossing,route10|PedestrianCrossing_3,0.0,1.3145,2.8292,0.9424,1.7454,2.3642,1,1,1,1,1,0,0,0,0,0
V000029,D_PedestrianCrossing,route10|PedestrianCrossing_4,0.0,0.0792,0.1331,0.1756,0.4182,0.9206,1,1,1,1,1,0,0,0,0,0
V000030,D_PedestrianCrossing,route10|PedestrianCrossing_4,0.0,1.3293,0.4177,0.0508,0.0339,1.9163,1,1,1,1,1,0,0,0,0,0
V000031,D_PedestrianCrossing,route10|PedestrianCrossing_4,0.0,2.7932,0.9491,0.2723,0.175,3.5205,1,1,1,1,1,0,0,0,0,0
V000032,D_PedestrianCrossing,route10|PedestrianCrossing_4,0.0,0.5715,3.8995,0.0939,0.1127,0.9032,1,1,1,1,1,0,0,0,0,0
V000033,D_PedestrianCrossing,route10|PedestrianCrossing_5,0.0,0.1678,0.1089,0.3446,0.312,0.9863,1,1,1,1,1,0,0,0,0,0
V000034,D_PedestrianCrossing,route10|PedestrianCrossing_5,0.0,0.1647,0.1585,0.2492,0.3648,0.5669,1,1,1,1,1,0,0,0,0,0
V000035,D_PedestrianCrossing,route10|PedestrianCrossing_5,0.0,1.1224,1.3575,0.3352,0.2812,1.0581,1,1,1,1,1,0,0,0,0,0
V000036,D_PedestrianCrossing,route10|PedestrianCrossing_5,0.0,0.7347,0.3625,2.0072,0.6702,1.2407,1,1,1,1,1,0,0,0,0,0
V000037,C_VehicleTurning,route10|VehicleTurningRoute_1,0.0,0.13,0.1072,0.3988,0.2217,0.3971,1,1,1,1,1,0,0,0,0,0
V000038,C_VehicleTurning,route10|VehicleTurningRoute_1,0.0,0.5696,1.4958,0.0,0.0,7.4132,1,1,1,1,1,0,0,0,0,0
V000039,C_VehicleTurning,route10|VehicleTurningRoute_1,0.0,0.3391,0.9697,0.0,0.0,7.789,1,1,1,1,1,0,0,0,0,0
V000040,C_VehicleTurning,route10|VehicleTurningRoute_1,0.0,1.3211,0.2994,0.0241,0.0153,8.1237,1,1,1,1,1,0,0,0,0,0
V000041,C_VehicleTurning,route10|VehicleTurningRoute_2,0.0,1.1023,0.963,0.0,0.0,6.1699,1,1,1,1,1,0,0,0,0,0
V000042,C_VehicleTurning,route10|VehicleTurningRoute_2,0.0,0.012,0.0728,0.0073,0.0075,1.0696,1,1,1,1,1,0,0,0,0,0
V000043,C_VehicleTurning,route10|VehicleTurningRoute_2,0.0,0.573,7.6247,0.0,0.0,7.7135,1,1,1,1,1,0,0,0,0,0
V000044,C_VehicleTurning,route10|VehicleTurningRoute_2,0.0,0.5715,8.1999,0.0,0.0,8.273,1,1,1,1,1,0,0,0,0,0
V000045,A_HardBreak,route14|HardBreakRoute_1,0.0,0.2385,0.0248,0.0758,0.0137,5.739,1,1,1,1,1,0,0,0,0,0
V000046,A_HardBreak,route14|HardBreakRoute_1,0.0,0.8336,0.9197,0.0,0.0,4.0237,1,1,1,1,1,0,0,0,0,0
V000047,A_HardBreak,route14|HardBreakRoute_1,0.0,0.8103,0.044,0.0,0.0,2.9457,1,1,1,1,1,0,0,0,0,0
V000048,A_HardBreak,route14|HardBreakRoute_1,0.0,1.3257,0.9203,0.1291,0.1549,4.6419,1,1,1,1,1,0,0,0,0,0
V000049,A_HardBreak,route14|HardBreakRoute_2,0.0,2.2156,0.9465,0.3795,0.2545,5.1018,1,1,1,1,1,0,0,0,0,0
V000050,A_HardBreak,route14|HardBreakRoute_2,0.0,1.3043,0.2386,0.1501,0.1647,5.232,1,1,1,1,1,0,0,0,0,0
V000051,A_HardBreak,route14|HardBreakRoute_2,0.0,1.1005,1.0163,0.0,0.0,5.5264,1,1,1,1,1,0,0,0,0,0
V000052,A_HardBreak,route14|HardBreakRoute_2,0.0,0.9865,1.2229,0.0001,0.0001,4.5441,1,1,1,1,1,0,0,0,0,0
V000053,A_HardBreak,route14|HardBreakRoute_6,0.0,1.1231,0.7209,0.3253,0.3705,3.7118,1,1,1,1,1,0,0,0,0,0
V000054,A_HardBreak,route14|HardBreakRoute_6,0.0,0.2781,0.2986,0.0,0.0,4.1732,1,1,1,1,1,0,0,0,0,0
V000055,A_HardBreak,route14|HardBreakRoute_6,0.0,0.9026,0.9753,0.0,0.0,5.9355,1,1,1,1,1,0,0,0,0,0
V000056,A_HardBreak,route14|HardBreakRoute_6,0.0,0.7091,0.6562,0.1875,0.1918,4.184,1,1,1,1,1,0,0,0,0,0
V000057,D_PedestrianCrossing,route14|PedestrianCrossing_1,0.0,0.2103,0.2133,0.414,0.4777,0.7322,1,1,1,1,1,0,0,0,0,0
V000058,D_PedestrianCrossing,route14|PedestrianCrossing_1,0.0,0.0693,0.1159,0.231,0.5774,0.9731,1,1,1,1,1,0,0,0,0,0
V000059,D_PedestrianCrossing,route14|PedestrianCrossing_1,0.0,0.3128,0.4294,0.347,0.8366,0.5942,1,1,1,1,1,0,0,0,0,0
V000060,D_PedestrianCrossing,route14|PedestrianCrossing_2,0.0,0.2541,0.1586,0.4076,0.3278,0.7738,1,1,1,1,1,0,0,0,0,0
V000061,D_PedestrianCrossing,route14|PedestrianCrossing_2,0.0,0.8935,0.804,0.1396,0.1317,0.8825,1,1,1,1,1,0,0,0,0,0
V000062,D_PedestrianCrossing,route14|PedestrianCrossing_2,0.0,0.4581,0.3199,1.1846,0.6916,3.5258,1,1,1,1,1,0,0,0,0,0
V000063,D_PedestrianCrossing,route14|PedestrianCrossing_2,0.0,0.5366,0.6836,0.7823,1.1018,1.8059,1,1,1,1,1,0,0,0,0,0
V000064,D_PedestrianCrossing,route14|PedestrianCrossing_3,0.0,0.0373,0.1855,0.0265,0.0391,0.269,1,1,1,1,1,0,0,0,0,0
V000065,D_PedestrianCrossing,route14|PedestrianCrossing_3,0.0,0.2844,0.3369,0.0637,0.069,0.2761,1,1,1,1,1,0,0,0,0,0
V000066,D_PedestrianCrossing,route14|PedestrianCrossing_3,0.0,0.1775,0.1442,0.1658,0.1412,0.4665,1,1,1,1,1,0,0,0,0,0
V000067,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.0,0.076,0.0878,0.132,0.2545,0.6147,1,1,1,1,1,0,0,0,0,0
V000068,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.0,0.3888,0.2411,0.0077,0.0186,0.4866,1,1,1,1,1,0,0,0,0,0
V000069,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.0,0.2036,0.2453,0.3132,0.5013,0.6528,1,1,1,1,1,0,0,0,0,0
V000070,D_PedestrianCrossing,route14|PedestrianCrossing_4,0.0,0.2442,0.1645,0.3716,0.5584,0.7214,1,1,1,1,1,0,0,0,0,0
V000071,C_VehicleTurning,route14|VehicleTurningRoute_1,0.0,0.9529,1.1639,0.0003,0.0003,4.725,1,1,1,1,1,0,0,0,0,0
V000072,C_VehicleTurning,route14|VehicleTurningRoute_1,0.0,0.7949,0.537,0.0,0.0,3.4033,1,1,1,1,1,0,0,0,0,0
V000073,C_VehicleTurning,route14|VehicleTurningRoute_1,0.0,1.0671,1.2769,0.0767,0.0675,4.757,1,1,1,1,1,0,0,0,0,0
V000074,C_VehicleTurning,route14|VehicleTurningRoute_1,0.0,0.9668,0.0474,0.0161,0.0122,8.1229,1,1,1,1,1,0,0,0,0,0
V000075,C_VehicleTurning,route14|VehicleTurningRoute_2,0.0,0.0601,0.0574,0.0659,0.1085,0.4879,1,1,1,1,1,0,0,0,0,0
V000076,C_VehicleTurning,route14|VehicleTurningRoute_2,0.0,0.2117,6.5127,0.0,0.0,6.9776,1,1,1,1,1,0,0,0,0,0
V000077,C_VehicleTurning,route14|VehicleTurningRoute_2,0.0,0.5042,6.3027,0.0,0.0,7.9628,1,1,1,1,1,0,0,0,0,0
V000078,C_VehicleTurning,route14|VehicleTurningRoute_2,0.0,0.1842,5.2189,0.0,0.0,7.6865,1,1,1,1,1,0,0,0,0,0
V000079,C_VehicleTurning,route14|VehicleTurningRoute_3,0.0,1.0835,0.9366,0.0,0.0,4.7143,1,1,1,1,1,0,0,0,0,0
V000080,C_VehicleTurning,route14|VehicleTurningRoute_3,0.0,0.9773,0.4246,0.0,0.0,3.3627,1,1,1,1,1,0,0,0,0,0
V000081,C_VehicleTurning,route14|VehicleTurningRoute_3,0.0,0.3849,0.4158,0.0,0.0,7.6247,1,1,1,1,1,0,0,0,0,0
V000082,C_VehicleTurning,route14|VehicleTurningRoute_3,0.0,0.3317,0.2306,0.0393,0.0289,8.1506,1,1,1,1,1,0,0,0,0,0
V000083,C_VehicleTurning,route14|VehicleTurningRoute_4,0.0,1.0003,0.9537,0.0,0.0,4.1342,1,1,1,1,1,0,0,0,0,0
V000084,C_VehicleTurning,route14|VehicleTurningRoute_4,0.0,0.4853,1.0796,0.0,0.0,5.6989,1,1,1,1,1,0,0,0,0,0
V000085,C_VehicleTurning,route14|VehicleTurningRoute_4,0.0,0.6171,5.7586,0.0,0.0,7.2143,1,1,1,1,1,0,0,0,0,0
V000086,C_VehicleTurning,route14|VehicleTurningRoute_4,0.0,0.6881,7.1727,0.0,0.0,7.4707,1,1,1,1,1,0,0,0,0,0
V000087,C_VehicleTurning,route14|VehicleTurningRoute_5,0.0,1.8426,0.4845,0.1983,0.1444,4.4676,1,1,1,1,1,0,0,0,0,0
V000088,C_VehicleTurning,route14|VehicleTurningRoute_5,0.0,0.61,5.7188,0.0,0.0,8.0215,1,1,1,1,1,0,0,0,0,0
V000089,A_HardBreak,route3|HardBreakRoute_1,0.0,1.0159,0.94,0.0,0.0,3.7126,1,1,1,1,1,0,0,0,0,0
V000090,A_HardBreak,route3|HardBreakRoute_1,0.0,0.8979,0.8701,0.0,0.0,3.312,1,1,1,1,1,0,0,0,0,0
V000091,A_HardBreak,route3|HardBreakRoute_1,0.0,1.2354,1.2252,0.1409,0.1345,6.6399,1,1,1,1,1,0,0,0,0,0
V000092,A_HardBreak,route3|HardBreakRoute_10,0.0,0.2296,0.0738,0.0866,0.0579,5.2992,1,1,1,1,1,0,0,0,0,0
V000093,A_HardBreak,route3|HardBreakRoute_10,0.0,0.6448,0.8084,0.0,0.0,3.6612,1,1,1,1,1,0,0,0,0,0
V000094,A_HardBreak,route3|HardBreakRoute_10,0.0,0.7824,1.3182,0.1947,0.1802,4.1947,1,1,1,1,1,0,0,0,0,0
V000095,A_HardBreak,route3|HardBreakRoute_4,0.0,1.3035,0.9433,0.1078,0.1419,7.9842,1,1,1,1,1,0,0,0,0,0
V000096,A_HardBreak,route3|HardBreakRoute_5,0.0,0.2855,0.0457,0.0828,0.0777,6.5401,1,1,1,1,1,0,0,0,0,0
V000097,A_HardBreak,route3|HardBreakRoute_5,0.0,2.4115,0.1345,0.0,0.0,5.5244,1,1,1,1,1,0,0,0,0,0
V000098,A_HardBreak,route3|HardBreakRoute_7,0.0,0.6834,0.0091,0.0,0.0,4.1362,1,1,1,1,1,0,0,0,0,0
V000099,A_HardBreak,route3|HardBreakRoute_7,0.0,1.962,1.2798,0.7883,0.3881,4.6495,1,1,1,1,1,0,0,0,0,0
V000100,A_HardBreak,route3|HardBreakRoute_7,0.0,1.991,0.2326,0.1646,0.1502,5.974,1,1,1,1,1,0,0,0,0,0
V000101,A_HardBreak,route3|HardBreakRoute_7,0.0,2.4058,1.5353,1.7713,0.7632,6.5868,1,1,1,1,1,0,0,0,0,0
V000102,A_HardBreak,route3|HardBreakRoute_8,0.0,1.3902,1.9965,0.4374,0.3429,4.5201,1,1,1,1,1,0,0,0,0,0
V000103,B_ParkingCutIn,route3|ParkingCutIn_3,0.0,1.0721,0.9506,0.0572,0.0477,5.5493,1,1,1,1,1,0,0,0,0,0
V000104,B_ParkingCutIn,route3|ParkingCutIn_3,0.0,0.2407,0.2319,0.0,0.0,5.0544,1,1,1,1,1,0,0,0,0,0
V000105,B_ParkingCutIn,route3|ParkingCutIn_4,0.0,0.7824,0.1849,0.1108,0.0911,7.6752,1,1,1,1,1,0,0,0,0,0
V000106,C_VehicleTurning,route3|VehicleTurningRoute_1,0.0,1.2577,1.2537,0.0016,0.0016,5.8582,1,1,1,1,1,0,0,0,0,0
V000107,C_VehicleTurning,route3|VehicleTurningRoute_1,0.0,0.9813,0.6551,0.0,0.0,5.1471,1,1,1,1,1,0,0,0,0,0
V000108,C_VehicleTurning,route3|VehicleTurningRoute_1,0.0,0.6316,0.8886,0.0943,0.0857,3.687,1,1,1,1,1,0,0,0,0,0
